family,regime,scorer,seed,N,exact_selected_real,exact_selected_score,mc_selected_real,oracle_selected_real,score_utility_correlation,tail_rank_correlation,top_score_tail_real_utility,high_n_regret,real_change_high_minus_low,score_change_high_minus_low,state_idx,K
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,random_sample_selection,1,1,-1.2212079091414532,0.1419954594681116,-1.2705522048818128,-1.2212079091414525,0.07385531135531134,-0.04395604395604396,-1.196793542577127,0.47818558413526224,0.14667246963686353,1.9956147823792167,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,random_sample_selection,1,2,-1.21456548226695,0.6894139722942577,-1.2070585124102615,-1.0369401953873123,0.07385531135531134,-0.04395604395604396,-1.196793542577127,0.47818558413526224,0.14667246963686353,1.9956147823792167,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,random_sample_selection,1,4,-1.2099944861672165,1.1509326226152328,-1.2304850993924519,-0.8912753617498341,0.07385531135531134,-0.04395604395604396,-1.196793542577127,0.47818558413526224,0.14667246963686353,1.9956147823792167,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,random_sample_selection,1,8,-1.1987608853923082,1.5032600857179457,-1.2363986154770108,-0.7833844118001507,0.07385531135531134,-0.04395604395604396,-1.196793542577127,0.47818558413526224,0.14667246963686353,1.9956147823792167,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,random_sample_selection,1,16,-1.176638569491096,1.7633673897915196,-1.2098973148289303,-0.701326651300753,0.07385531135531134,-0.04395604395604396,-1.196793542577127,0.47818558413526224,0.14667246963686353,1.9956147823792167,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,random_sample_selection,1,32,-1.1379922779062082,1.9693399466360995,-1.1573269464560882,-0.6372462791839932,0.07385531135531134,-0.04395604395604396,-1.196793542577127,0.47818558413526224,0.14667246963686353,1.9956147823792167,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,random_sample_selection,1,64,-1.0745354395045896,2.1376102418473284,-1.0775197656605873,-0.5963498553693274,0.07385531135531134,-0.04395604395604396,-1.196793542577127,0.47818558413526224,0.14667246963686353,1.9956147823792167,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,diffusion_likelihood_proxy,1,1,-1.2212079091414527,-0.3174334741886528,-1.2705522048818128,-1.2212079091414525,0.42962454212454204,0.11538461538461539,-1.0287104128810414,0.5106143692159681,0.11424368455615719,0.269638038428975,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,diffusion_likelihood_proxy,1,2,-1.137381358624511,-0.23122515229534477,-1.1212100769493485,-1.0369401953873123,0.42962454212454204,0.11538461538461539,-1.0287104128810414,0.5106143692159681,0.11424368455615719,0.269638038428975,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,diffusion_likelihood_proxy,1,4,-1.0927967090239743,-0.16824695725847963,-1.1058783554350293,-0.8912753617498341,0.42962454212454204,0.11538461538461539,-1.0287104128810414,0.5106143692159681,0.11424368455615719,0.269638038428975,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,diffusion_likelihood_proxy,1,8,-1.0538153254652005,-0.12279201476217054,-1.0524318371652688,-0.7833844118001507,0.42962454212454204,0.11538461538461539,-1.0287104128810414,0.5106143692159681,0.11424368455615719,0.269638038428975,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,diffusion_likelihood_proxy,1,16,-1.0288203155791598,-0.08828854409327111,-0.9882839806038655,-0.701326651300753,0.42962454212454204,0.11538461538461539,-1.0287104128810414,0.5106143692159681,0.11424368455615719,0.269638038428975,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,diffusion_likelihood_proxy,1,32,-1.0484223032979085,-0.06339409084542019,-1.0516884593998912,-0.6372462791839932,0.42962454212454204,0.11538461538461539,-1.0287104128810414,0.5106143692159681,0.11424368455615719,0.269638038428975,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,diffusion_likelihood_proxy,1,64,-1.1069642245852955,-0.047795435759677804,-1.1046780360977886,-0.5963498553693274,0.42962454212454204,0.11538461538461539,-1.0287104128810414,0.5106143692159681,0.11424368455615719,0.269638038428975,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_behavior_cloning_critic,1,1,-1.2212079091414527,-0.4384754701827192,-1.2705522048818128,-1.2212079091414525,0.4379578754578754,0.3021978021978022,-1.0649161249836514,0.5114394307401504,0.11341862303197492,0.3829780153579706,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_behavior_cloning_critic,1,2,-1.1358580097434166,-0.3140045693903836,-1.1212100769493485,-1.0369401953873123,0.4379578754578754,0.3021978021978022,-1.0649161249836514,0.5114394307401504,0.11341862303197492,0.3829780153579706,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_behavior_cloning_critic,1,4,-1.0909102687458028,-0.22364039998402324,-1.1020723219622581,-0.8912753617498341,0.4379578754578754,0.3021978021978022,-1.0649161249836514,0.5114394307401504,0.11341862303197492,0.3829780153579706,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_behavior_cloning_critic,1,8,-1.0550978388404388,-0.1596232447966716,-1.0535893474265678,-0.7833844118001507,0.4379578754578754,0.3021978021978022,-1.0649161249836514,0.5114394307401504,0.11341862303197492,0.3829780153579706,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_behavior_cloning_critic,1,16,-1.0343418174349144,-0.11179816841964027,-1.0053640318592647,-0.701326651300753,0.4379578754578754,0.3021978021978022,-1.0649161249836514,0.5114394307401504,0.11341862303197492,0.3829780153579706,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_behavior_cloning_critic,1,32,-1.0529446249698953,-0.07740301265380295,-1.0516884593998912,-0.6372462791839932,0.4379578754578754,0.3021978021978022,-1.0649161249836514,0.5114394307401504,0.11341862303197492,0.3829780153579706,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_behavior_cloning_critic,1,64,-1.1077892861094778,-0.055497454824748584,-1.1046780360977886,-0.5963498553693274,0.4379578754578754,0.3021978021978022,-1.0649161249836514,0.5114394307401504,0.11341862303197492,0.3829780153579706,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_value_critic_from_pilot_rollouts,1,1,-1.2212079091414525,-1.2213404133441388,-1.2705522048818128,-1.2212079091414525,0.9996336996336994,0.967032967032967,-0.7918031716179031,1.1535429452425028e-05,0.6248465183426727,0.6214455649364853,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_value_critic_from_pilot_rollouts,1,2,-1.036976115993041,-1.0374510141595874,-1.0312677485956139,-1.0369401953873123,0.9996336996336994,0.967032967032967,-0.7918031716179031,1.1535429452425028e-05,0.6248465183426727,0.6214455649364853,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_value_critic_from_pilot_rollouts,1,4,-0.8914307407731231,-0.8921897301771522,-0.8978582945605095,-0.8912753617498341,0.9996336996336994,0.967032967032967,-0.7918031716179031,1.1535429452425028e-05,0.6248465183426727,0.6214455649364853,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_value_critic_from_pilot_rollouts,1,8,-0.7837878304321111,-0.7849758916959744,-0.8135557162504149,-0.7833844118001507,0.9996336996336994,0.967032967032967,-0.7918031716179031,1.1535429452425028e-05,0.6248465183426727,0.6214455649364853,0,12
C_scorer_reranker_comparison,hidden_obstacle_high_diversity,learned_value_critic_from_pilot_rollouts,1,16,-0.701869297168761,-0.7040694532537,-0.6978778406900281,-0.701326651300753,0.9996336996336994,0.967032967032967,-0.7918031716179031,1.1535429452425028e-05,0.6248465183426727,0.6214455649364853,0,12
