conditioning,regime,scorer,K,metric,n,mean,se,ci_low,ci_high,confidence,low_n,high_n,effect,value_col
image,hidden_obstacle,calibrated_critic,4,exact_selected_score,3,0.1901321547443292,0.05714117255687638,0.09897625522630638,0.2954034231480538,0.95,1,32,high_minus_low,exact_selected_score
image,hidden_obstacle,calibrated_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,hidden_obstacle,diffusion_likelihood_proxy,4,exact_selected_real,3,0.10483202747227749,0.12026328184505056,-0.12976569155258544,0.253539726285335,0.95,1,32,high_minus_low,exact_selected_real
image,hidden_obstacle,diffusion_likelihood_proxy,4,exact_selected_score,3,0.09645592882381816,0.0038171302834613943,0.08929541167982658,0.10232893606841331,0.95,1,32,high_minus_low,exact_selected_score
image,hidden_obstacle,diffusion_likelihood_proxy,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,hidden_obstacle,learned_behavior_cloning_critic,4,exact_selected_real,3,0.10483202747227749,0.12026328184505056,-0.12976569155258544,0.26809504205879686,0.95,1,32,high_minus_low,exact_selected_real
image,hidden_obstacle,learned_behavior_cloning_critic,4,exact_selected_score,3,0.14132333865844585,0.00553640226450275,0.13092253761309947,0.1498135345113052,0.95,1,32,high_minus_low,exact_selected_score
image,hidden_obstacle,learned_behavior_cloning_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,hidden_obstacle,oracle_real_utility_selector,4,exact_selected_real,3,0.19053971402698966,0.057833948330487786,0.09833123562830004,0.29712117308662056,0.95,1,32,high_minus_low,exact_selected_real
image,hidden_obstacle,oracle_real_utility_selector,4,exact_selected_score,3,0.19053971402698966,0.057833948330487786,0.09833123562830004,0.29712117308662056,0.95,1,32,high_minus_low,exact_selected_score
image,hidden_obstacle,oracle_real_utility_selector,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,id,calibrated_critic,4,exact_selected_real,3,0.19959984999832267,0.05091586498284409,0.1254923675069325,0.2971377767799481,0.95,1,32,high_minus_low,exact_selected_real
image,id,calibrated_critic,4,exact_selected_score,3,0.20239501809569857,0.04794269361367736,0.13574712093716124,0.29541862300616895,0.95,1,32,high_minus_low,exact_selected_score
image,id,calibrated_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,id,diffusion_likelihood_proxy,4,exact_selected_real,3,0.18994112462506754,0.04172994784232775,0.12553939587240226,0.25355658926746816,0.95,1,32,high_minus_low,exact_selected_real
image,id,diffusion_likelihood_proxy,4,exact_selected_score,3,0.09645438141977487,0.003817230064384144,0.08929522810886731,0.10233039640370722,0.95,1,32,high_minus_low,exact_selected_score
image,id,diffusion_likelihood_proxy,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,id,learned_behavior_cloning_critic,4,exact_selected_real,3,0.18994112462506754,0.04172994784232775,0.12553939587240226,0.2681145747566226,0.95,1,32,high_minus_low,exact_selected_real
image,id,learned_behavior_cloning_critic,4,exact_selected_score,3,0.14132109476733015,0.005536569567971974,0.1309222401847011,0.14981577246946043,0.95,1,32,high_minus_low,exact_selected_score
image,id,learned_behavior_cloning_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,id,oracle_real_utility_selector,4,exact_selected_real,3,0.1996155262673461,0.050904458047638095,0.12553939587240226,0.29713777722154866,0.95,1,32,high_minus_low,exact_selected_real
image,id,oracle_real_utility_selector,4,exact_selected_score,3,0.1996155262673461,0.050904458047638095,0.12553939587240226,0.29713777722154866,0.95,1,32,high_minus_low,exact_selected_score
image,id,oracle_real_utility_selector,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,observation_noise,calibrated_critic,4,exact_selected_real,3,0.20005614986026854,0.05152531413697942,0.12515716653747433,0.29880148733238987,0.95,1,32,high_minus_low,exact_selected_real
image,observation_noise,calibrated_critic,4,exact_selected_score,3,0.20287981270575753,0.0485334953453244,0.13550045679068023,0.29707996338212295,0.95,1,32,high_minus_low,exact_selected_score
image,observation_noise,calibrated_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,observation_noise,diffusion_likelihood_proxy,4,exact_selected_real,3,0.19055348904035563,0.04247946962918907,0.1252049372063766,0.2553567227283297,0.95,1,32,high_minus_low,exact_selected_real
image,observation_noise,diffusion_likelihood_proxy,4,exact_selected_score,3,0.09644795557242147,0.003791431024796612,0.08937579677084745,0.10235327009479522,0.95,1,32,high_minus_low,exact_selected_score
image,observation_noise,diffusion_likelihood_proxy,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,observation_noise,learned_behavior_cloning_critic,4,exact_selected_real,3,0.19055349495219762,0.042479468631086696,0.1252049372063766,0.2702457519392748,0.95,1,32,high_minus_low,exact_selected_real
image,observation_noise,learned_behavior_cloning_critic,4,exact_selected_score,3,0.14131135344410076,0.005499164782647035,0.1310386007010238,0.14984998689437679,0.95,1,32,high_minus_low,exact_selected_score
image,observation_noise,learned_behavior_cloning_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,observation_noise,oracle_real_utility_selector,4,exact_selected_real,3,0.20007207341733077,0.0515137417818918,0.1252049372063766,0.29880148733467427,0.95,1,32,high_minus_low,exact_selected_real
image,observation_noise,oracle_real_utility_selector,4,exact_selected_score,3,0.20007207341733077,0.0515137417818918,0.1252049372063766,0.29880148733467427,0.95,1,32,high_minus_low,exact_selected_score
image,observation_noise,oracle_real_utility_selector,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,shifted_colors,calibrated_critic,4,exact_selected_real,3,0.19966791808094117,0.05106881623755844,0.1253263534336566,0.2974940447697896,0.95,1,32,high_minus_low,exact_selected_real
image,shifted_colors,calibrated_critic,4,exact_selected_score,3,0.20247631695446003,0.04808582369528043,0.13562103892004318,0.29577480171954806,0.95,1,32,high_minus_low,exact_selected_score
image,shifted_colors,calibrated_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,shifted_colors,diffusion_likelihood_proxy,4,exact_selected_real,3,0.1900313249765975,0.04190382010717613,0.12537343254742517,0.25391450124888026,0.95,1,32,high_minus_low,exact_selected_real
image,shifted_colors,diffusion_likelihood_proxy,4,exact_selected_score,3,0.09645427515194509,0.00381540834222827,0.08930450029214965,0.10233839666363553,0.95,1,32,high_minus_low,exact_selected_score
image,shifted_colors,diffusion_likelihood_proxy,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,shifted_colors,learned_behavior_cloning_critic,4,exact_selected_real,3,0.1900313249765975,0.04190382010717613,0.12537343254742517,0.2685371932268382,0.95,1,32,high_minus_low,exact_selected_real
image,shifted_colors,learned_behavior_cloning_critic,4,exact_selected_score,3,0.1413208897663303,0.005533950001911558,0.13093557555065927,0.14982756925675567,0.95,1,32,high_minus_low,exact_selected_score
image,shifted_colors,learned_behavior_cloning_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
image,shifted_colors,oracle_real_utility_selector,4,exact_selected_real,3,0.19968361119795527,0.0510573951638707,0.12537343254742517,0.29749404500706333,0.95,1,32,high_minus_low,exact_selected_real
image,shifted_colors,oracle_real_utility_selector,4,exact_selected_score,3,0.19968361119795527,0.0510573951638707,0.12537343254742517,0.29749404500706333,0.95,1,32,high_minus_low,exact_selected_score
image,shifted_colors,oracle_real_utility_selector,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,distractors,calibrated_critic,4,exact_selected_real,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_real
state,distractors,calibrated_critic,4,exact_selected_score,3,0.19823531230352895,0.06524932783739557,0.11635123013919568,0.3271754906715172,0.95,1,32,high_minus_low,exact_selected_score
state,distractors,calibrated_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,distractors,diffusion_likelihood_proxy,4,exact_selected_real,3,0.12444121294520498,0.09334173776169778,-0.00947651950817564,0.2898574728006468,0.95,1,32,high_minus_low,exact_selected_real
state,distractors,diffusion_likelihood_proxy,4,exact_selected_score,3,0.06226549780298866,0.014289421674145852,0.04041320435386079,0.08398277651062823,0.95,1,32,high_minus_low,exact_selected_score
state,distractors,diffusion_likelihood_proxy,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,distractors,learned_behavior_cloning_critic,4,exact_selected_real,3,0.12444121295163586,0.09334173776143022,-0.03320779872738455,0.2898574728006468,0.95,1,32,high_minus_low,exact_selected_real
state,distractors,learned_behavior_cloning_critic,4,exact_selected_score,3,0.09152262225331347,0.021107153668832482,0.05175862747850121,0.12367875291605328,0.95,1,32,high_minus_low,exact_selected_score
state,distractors,learned_behavior_cloning_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,distractors,oracle_real_utility_selector,4,exact_selected_real,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_real
state,distractors,oracle_real_utility_selector,4,exact_selected_score,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_score
state,distractors,oracle_real_utility_selector,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,hidden_obstacle,calibrated_critic,4,exact_selected_real,3,0.11979665184724904,0.025567840185521273,0.07238263075716267,0.16008908696655932,0.95,1,32,high_minus_low,exact_selected_real
state,hidden_obstacle,calibrated_critic,4,exact_selected_score,3,0.1149942477821585,0.027183676843264285,0.06421577703689108,0.15720659350145771,0.95,1,32,high_minus_low,exact_selected_score
state,hidden_obstacle,calibrated_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,hidden_obstacle,diffusion_likelihood_proxy,4,exact_selected_real,3,-0.0034824705003912992,0.08583398383274553,-0.1364688071603064,0.10892366191697456,0.95,1,32,high_minus_low,exact_selected_real
state,hidden_obstacle,diffusion_likelihood_proxy,4,exact_selected_score,3,0.06397336029981365,0.005516046945480252,0.05327839121587208,0.07166467694634665,0.95,1,32,high_minus_low,exact_selected_score
state,hidden_obstacle,diffusion_likelihood_proxy,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,hidden_obstacle,learned_behavior_cloning_critic,4,exact_selected_real,3,-0.003484713749135948,0.08583324996023496,-0.17205129834502486,0.10892366191697456,0.95,1,32,high_minus_low,exact_selected_real
state,hidden_obstacle,learned_behavior_cloning_critic,4,exact_selected_score,3,0.09390230018077887,0.007903334964188114,0.07870973145651133,0.10527714277817657,0.95,1,32,high_minus_low,exact_selected_score
state,hidden_obstacle,learned_behavior_cloning_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,hidden_obstacle,oracle_real_utility_selector,4,exact_selected_real,3,0.12071808664222283,0.024715915631060313,0.07514686731212283,0.16008915478815344,0.95,1,32,high_minus_low,exact_selected_real
state,hidden_obstacle,oracle_real_utility_selector,4,exact_selected_score,3,0.12071808664222283,0.024715915631060313,0.07514686731212283,0.16008915478815344,0.95,1,32,high_minus_low,exact_selected_score
state,hidden_obstacle,oracle_real_utility_selector,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,id,calibrated_critic,4,exact_selected_real,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_real
state,id,calibrated_critic,4,exact_selected_score,3,0.19823531230352895,0.06524932783739557,0.11635123013919568,0.3271754906715172,0.95,1,32,high_minus_low,exact_selected_score
state,id,calibrated_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,id,diffusion_likelihood_proxy,4,exact_selected_real,3,0.12444121294520498,0.09334173776169778,-0.00947651950817564,0.2898574728006468,0.95,1,32,high_minus_low,exact_selected_real
state,id,diffusion_likelihood_proxy,4,exact_selected_score,3,0.06226549780298866,0.014289421674145852,0.04041320435386079,0.08398277651062823,0.95,1,32,high_minus_low,exact_selected_score
state,id,diffusion_likelihood_proxy,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,id,learned_behavior_cloning_critic,4,exact_selected_real,3,0.12444121295163586,0.09334173776143022,-0.03320779872738455,0.2898574728006468,0.95,1,32,high_minus_low,exact_selected_real
state,id,learned_behavior_cloning_critic,4,exact_selected_score,3,0.09152262225331347,0.021107153668832482,0.05175862747850121,0.12367875291605328,0.95,1,32,high_minus_low,exact_selected_score
state,id,learned_behavior_cloning_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,id,oracle_real_utility_selector,4,exact_selected_real,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_real
state,id,oracle_real_utility_selector,4,exact_selected_score,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_score
state,id,oracle_real_utility_selector,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,observation_noise,calibrated_critic,4,exact_selected_real,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_real
state,observation_noise,calibrated_critic,4,exact_selected_score,3,0.19823531230352895,0.06524932783739557,0.11635123013919568,0.3271754906715172,0.95,1,32,high_minus_low,exact_selected_score
state,observation_noise,calibrated_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,observation_noise,diffusion_likelihood_proxy,4,exact_selected_real,3,0.12444121294520498,0.09334173776169778,-0.00947651950817564,0.2898574728006468,0.95,1,32,high_minus_low,exact_selected_real
state,observation_noise,diffusion_likelihood_proxy,4,exact_selected_score,3,0.06226549780298866,0.014289421674145852,0.04041320435386079,0.08398277651062823,0.95,1,32,high_minus_low,exact_selected_score
state,observation_noise,diffusion_likelihood_proxy,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,observation_noise,learned_behavior_cloning_critic,4,exact_selected_real,3,0.12444121295163586,0.09334173776143022,-0.03320779872738455,0.2898574728006468,0.95,1,32,high_minus_low,exact_selected_real
state,observation_noise,learned_behavior_cloning_critic,4,exact_selected_score,3,0.09152262225331347,0.021107153668832482,0.05175862747850121,0.12367875291605328,0.95,1,32,high_minus_low,exact_selected_score
state,observation_noise,learned_behavior_cloning_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,observation_noise,oracle_real_utility_selector,4,exact_selected_real,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_real
state,observation_noise,oracle_real_utility_selector,4,exact_selected_score,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_score
state,observation_noise,oracle_real_utility_selector,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,shifted_colors,calibrated_critic,4,exact_selected_real,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_real
state,shifted_colors,calibrated_critic,4,exact_selected_score,3,0.19823531230352895,0.06524932783739557,0.11635123013919568,0.3271754906715172,0.95,1,32,high_minus_low,exact_selected_score
state,shifted_colors,calibrated_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,shifted_colors,diffusion_likelihood_proxy,4,exact_selected_real,3,0.12444121294520498,0.09334173776169778,-0.00947651950817564,0.2898574728006468,0.95,1,32,high_minus_low,exact_selected_real
state,shifted_colors,diffusion_likelihood_proxy,4,exact_selected_score,3,0.06226549780298866,0.014289421674145852,0.04041320435386079,0.08398277651062823,0.95,1,32,high_minus_low,exact_selected_score
state,shifted_colors,diffusion_likelihood_proxy,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,shifted_colors,learned_behavior_cloning_critic,4,exact_selected_real,3,0.12444121295163586,0.09334173776143022,-0.03320779872738455,0.2898574728006468,0.95,1,32,high_minus_low,exact_selected_real
state,shifted_colors,learned_behavior_cloning_critic,4,exact_selected_score,3,0.09152262225331347,0.021107153668832482,0.05175862747850121,0.12367875291605328,0.95,1,32,high_minus_low,exact_selected_score
state,shifted_colors,learned_behavior_cloning_critic,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
state,shifted_colors,oracle_real_utility_selector,4,exact_selected_real,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_real
state,shifted_colors,oracle_real_utility_selector,4,exact_selected_score,3,0.19885674171770987,0.06525368400795001,0.11667396478164538,0.3277468956163333,0.95,1,32,high_minus_low,exact_selected_score
state,shifted_colors,oracle_real_utility_selector,4,high_n_regret,3,0.0,0.0,0.0,0.0,0.95,1,32,high_minus_low,high_n_regret
