regime,scorer,N,n_rows,exact_selected_real,exact_selected_real_se,exact_selected_real_ci_low,exact_selected_real_ci_high,exact_selected_score,exact_selected_score_se,exact_selected_score_ci_low,exact_selected_score_ci_high,mc_selected_real,mc_selected_real_se,mc_selected_real_ci_low,mc_selected_real_ci_high,oracle_selected_real,oracle_selected_real_se,oracle_selected_real_ci_low,oracle_selected_real_ci_high,score_utility_correlation,score_utility_correlation_se,score_utility_correlation_ci_low,score_utility_correlation_ci_high,tail_rank_correlation,tail_rank_correlation_se,tail_rank_correlation_ci_low,tail_rank_correlation_ci_high,top_score_tail_real_utility,top_score_tail_real_utility_se,top_score_tail_real_utility_ci_low,top_score_tail_real_utility_ci_high,high_n_regret,high_n_regret_se,high_n_regret_ci_low,high_n_regret_ci_high,real_change_high_minus_low,real_change_high_minus_low_se,real_change_high_minus_low_ci_low,real_change_high_minus_low_ci_high,score_change_high_minus_low,score_change_high_minus_low_se,score_change_high_minus_low_ci_low,score_change_high_minus_low_ci_high,mean_pairwise_distance,mean_pairwise_distance_se,mean_pairwise_distance_ci_low,mean_pairwise_distance_ci_high,effective_sample_diversity,effective_sample_diversity_se,effective_sample_diversity_ci_low,effective_sample_diversity_ci_high,duplicate_collapse_rate,duplicate_collapse_rate_se,duplicate_collapse_rate_ci_low,duplicate_collapse_rate_ci_high,mode_coverage_observed,mode_coverage_observed_se,mode_coverage_observed_ci_low,mode_coverage_observed_ci_high,marginal_diversity_gain_high_n,marginal_diversity_gain_high_n_se,marginal_diversity_gain_high_n_ci_low,marginal_diversity_gain_high_n_ci_high
collapsed_sampler,aligned,1,5,-0.752100738163991,0.08510359540742855,-0.9189007201174193,-0.5853007562105628,-0.7517832531526489,0.08503977945648876,-0.9184581581405961,-0.5851083481647018,-0.752765582141045,0.08554598206185175,-0.920432626004384,-0.5850985382777061,-0.752100738163991,0.08510359540742854,-0.9189007201174193,-0.5853007562105628,0.9056959706959706,0.019324750731183154,0.8678201552526376,0.9435717861393037,0.5857142857142856,0.0824468812391327,0.4241213678479345,0.7473072035806367,-0.695766970035961,0.09055655180246025,-0.8732545501329187,-0.5182793899390032,0.008981007607311043,0.0035705138121776966,0.0019829291291399475,0.01597908608548214,0.08750741676942862,0.0039062903716819645,0.07985122832777639,0.09516360521108086,0.09687081332932487,0.004128791327662111,0.08877853102742582,0.10496309563122393,0.03490428266386501,0.0003208034758375111,0.03427551940510823,0.0355330459226218,1.642491055288291,0.0029977071567970424,1.6366156572247708,1.6483664533518112,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,-0.00042853716917092,0.0002822016060673139,-0.0009816421534422151,0.00012456781510037512
collapsed_sampler,aligned,2,5,-0.7286952076949406,0.08745800734572452,-0.9001097522522001,-0.557280663137681,-0.7253789675575236,0.0869473823464228,-0.895792705506546,-0.5549652296085013,-0.7292108481568964,0.08736022047224484,-0.900433733963975,-0.5579879623498178,-0.726937901114035,0.08736732782342285,-0.898174717073448,-0.555701085154622,0.9056959706959706,0.019324750731183154,0.8678201552526376,0.9435717861393037,0.5857142857142856,0.0824468812391327,0.4241213678479345,0.7473072035806367,-0.695766970035961,0.09055655180246025,-0.8732545501329187,-0.5182793899390032,0.008981007607311043,0.0035705138121776966,0.0019829291291399475,0.01597908608548214,0.08750741676942862,0.0039062903716819645,0.07985122832777639,0.09516360521108086,0.09687081332932487,0.004128791327662111,0.08877853102742582,0.10496309563122393,0.03490428266386501,0.0003208034758375111,0.03427551940510823,0.0355330459226218,1.642491055288291,0.0029977071567970424,1.6366156572247708,1.6483664533518112,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,-0.00042853716917092,0.0002822016060673139,-0.0009816421534422151,0.00012456781510037512
collapsed_sampler,aligned,4,5,-0.7100860807649554,0.08912851022606638,-0.8847747508037553,-0.5353974107261554,-0.7043030254442837,0.08834274829495517,-0.877451630397683,-0.5311544204908843,-0.708109750408183,0.08956828508799829,-0.8836603633376756,-0.5325591374786904,-0.7068310655710133,0.08870475780706949,-0.8806891961302177,-0.5329729350118089,0.9056959706959706,0.019324750731183154,0.8678201552526376,0.9435717861393037,0.5857142857142856,0.0824468812391327,0.4241213678479345,0.7473072035806367,-0.695766970035961,0.09055655180246025,-0.8732545501329187,-0.5182793899390032,0.008981007607311043,0.0035705138121776966,0.0019829291291399475,0.01597908608548214,0.08750741676942862,0.0039062903716819645,0.07985122832777639,0.09516360521108086,0.09687081332932487,0.004128791327662111,0.08877853102742582,0.10496309563122393,0.03490428266386501,0.0003208034758375111,0.03427551940510823,0.0355330459226218,1.642491055288291,0.0029977071567970424,1.6366156572247708,1.6483664533518112,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,-0.00042853716917092,0.0002822016060673139,-0.0009816421534422151,0.00012456781510037512
collapsed_sampler,aligned,8,5,-0.6948251408565458,0.09001373463716461,-0.8712488188593339,-0.5184014628537577,-0.6874403832810974,0.08901877420514584,-0.8619139746710863,-0.5129667918911084,-0.6965680401908014,0.09054616612237355,-0.8740352647288343,-0.5191008156527686,-0.6902809036599902,0.08911581016212708,-0.8649446820308677,-0.5156171252891126,0.9056959706959706,0.019324750731183154,0.8678201552526376,0.9435717861393037,0.5857142857142856,0.0824468812391327,0.4241213678479345,0.7473072035806367,-0.695766970035961,0.09055655180246025,-0.8732545501329187,-0.5182793899390032,0.008981007607311043,0.0035705138121776966,0.0019829291291399475,0.01597908608548214,0.08750741676942862,0.0039062903716819645,0.07985122832777639,0.09516360521108086,0.09687081332932487,0.004128791327662111,0.08877853102742582,0.10496309563122393,0.03490428266386501,0.0003208034758375111,0.03427551940510823,0.0355330459226218,1.642491055288291,0.0029977071567970424,1.6366156572247708,1.6483664533518112,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,-0.00042853716917092,0.0002822016060673139,-0.0009816421534422151,0.00012456781510037512
collapsed_sampler,aligned,16,5,-0.6821165355620006,0.0902009817485171,-0.8589072111592488,-0.5053258599647523,-0.6736513773561545,0.0889514543719042,-0.8479930242975446,-0.49930973041476445,-0.6809120318059889,0.08924543610360607,-0.8558298723536274,-0.5059941912583504,-0.6762564561943676,0.08887375208584157,-0.8504458094535585,-0.5020671029351766,0.9056959706959706,0.019324750731183154,0.8678201552526376,0.9435717861393037,0.5857142857142856,0.0824468812391327,0.4241213678479345,0.7473072035806367,-0.695766970035961,0.09055655180246025,-0.8732545501329187,-0.5182793899390032,0.008981007607311043,0.0035705138121776966,0.0019829291291399475,0.01597908608548214,0.08750741676942862,0.0039062903716819645,0.07985122832777639,0.09516360521108086,0.09687081332932487,0.004128791327662111,0.08877853102742582,0.10496309563122393,0.03490428266386501,0.0003208034758375111,0.03427551940510823,0.0355330459226218,1.642491055288291,0.0029977071567970424,1.6366156572247708,1.6483664533518112,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,-0.00042853716917092,0.0002822016060673139,-0.0009816421534422151,0.00012456781510037512
collapsed_sampler,aligned,32,5,-0.6715923641102346,0.08961014422114223,-0.8472250194331133,-0.49595970878735585,-0.6625203552194726,0.08853611372111343,-0.8360479494439974,-0.4889927609949478,-0.6726684971579335,0.08965400453598059,-0.8483871171182461,-0.49694987719762096,-0.6644953662329308,0.08819420130768853,-0.8373528244412756,-0.491637908024586,0.9056959706959706,0.019324750731183154,0.8678201552526376,0.9435717861393037,0.5857142857142856,0.0824468812391327,0.4241213678479345,0.7473072035806367,-0.695766970035961,0.09055655180246025,-0.8732545501329187,-0.5182793899390032,0.008981007607311043,0.0035705138121776966,0.0019829291291399475,0.01597908608548214,0.08750741676942862,0.0039062903716819645,0.07985122832777639,0.09516360521108086,0.09687081332932487,0.004128791327662111,0.08877853102742582,0.10496309563122393,0.03490428266386501,0.0003208034758375111,0.03427551940510823,0.0355330459226218,1.642491055288291,0.0029977071567970424,1.6366156572247708,1.6483664533518112,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,-0.00042853716917092,0.0002822016060673139,-0.0009816421534422151,0.00012456781510037512
collapsed_sampler,aligned,64,5,-0.6645933213945624,0.08821423124493123,-0.8374900375585155,-0.4916966052306093,-0.6549124398233241,0.08777873494347617,-0.8269555989210249,-0.48286928072562335,-0.6636582455243177,0.08809125425465994,-0.836313931216412,-0.4910025598322235,-0.6556123137872515,0.08732182503748959,-0.826759945925039,-0.484464681649464,0.9056959706959706,0.019324750731183154,0.8678201552526376,0.9435717861393037,0.5857142857142856,0.0824468812391327,0.4241213678479345,0.7473072035806367,-0.695766970035961,0.09055655180246025,-0.8732545501329187,-0.5182793899390032,0.008981007607311043,0.0035705138121776966,0.0019829291291399475,0.01597908608548214,0.08750741676942862,0.0039062903716819645,0.07985122832777639,0.09516360521108086,0.09687081332932487,0.004128791327662111,0.08877853102742582,0.10496309563122393,0.03490428266386501,0.0003208034758375111,0.03427551940510823,0.0355330459226218,1.642491055288291,0.0029977071567970424,1.6366156572247708,1.6483664533518112,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,-0.00042853716917092,0.0002822016060673139,-0.0009816421534422151,0.00012456781510037512
expensive_high_k_sampler,aligned,1,5,-0.8397761314613865,0.06890966076640012,-0.9748365847504035,-0.7047156781723696,-0.8394586464500445,0.06881903717578639,-0.9743414807653089,-0.7045758121347802,-0.8195777036529016,0.0777700000439232,-0.9720041028166695,-0.6671513044891337,-0.8397761314613865,0.06890966076640011,-0.9748365847504035,-0.7047156781723696,0.9883882783882783,0.00319391024820518,0.9821283293319427,0.9946482274446138,0.9318681318681319,0.02386159423143787,0.885100266560805,0.9786359971754588,-0.6277945496735778,0.09205242265616817,-0.8082139827693263,-0.44737511657782936,0.002094451619107701,0.0009577797017979156,0.00021723789846027396,0.003971665339755128,0.33157911165855525,0.05915469377034221,0.21563804235218864,0.44752018096492185,0.33232766640900707,0.0632259492238206,0.20840708304196054,0.4562482497760536,0.22502252333863465,0.006769346747894981,0.21175484751389714,0.23829019916337216,1.921936598799246,0.17848698978675714,1.5721085271082336,2.2717646704902585,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.8,-0.004078346361751401,0.01130652969409615,-0.02623873735231252,0.01808204462880972
expensive_high_k_sampler,aligned,2,5,-0.7446432928947654,0.07751936040574332,-0.8965784473946026,-0.5927081383949282,-0.7434734855471371,0.07746676044203513,-0.8953055460125181,-0.5916414250817561,-0.7432064351120584,0.08009736177466555,-0.9001943794470781,-0.5862184907770387,-0.7440587882876403,0.07744691423478799,-0.8958519509015871,-0.5922656256736935,0.9883882783882783,0.00319391024820518,0.9821283293319427,0.9946482274446138,0.9318681318681319,0.02386159423143787,0.885100266560805,0.9786359971754588,-0.6277945496735778,0.09205242265616817,-0.8082139827693263,-0.44737511657782936,0.002094451619107701,0.0009577797017979156,0.00021723789846027396,0.003971665339755128,0.33157911165855525,0.05915469377034221,0.21563804235218864,0.44752018096492185,0.33232766640900707,0.0632259492238206,0.20840708304196054,0.4562482497760536,0.22502252333863465,0.006769346747894981,0.21175484751389714,0.23829019916337216,1.921936598799246,0.17848698978675714,1.5721085271082336,2.2717646704902585,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.8,-0.004078346361751401,0.01130652969409615,-0.02623873735231252,0.01808204462880972
expensive_high_k_sampler,aligned,4,5,-0.6770995890314577,0.08526235001081862,-0.8442107242899105,-0.509988453773005,-0.6747576240773294,0.08549710939292117,-0.8423288792697361,-0.5071863688849227,-0.6885050972039745,0.07996364937752524,-0.8452309700563126,-0.5317792243516363,-0.6760600875146133,0.08513122131548441,-0.8429142152528712,-0.5092059597763554,0.9883882783882783,0.00319391024820518,0.9821283293319427,0.9946482274446138,0.9318681318681319,0.02386159423143787,0.885100266560805,0.9786359971754588,-0.6277945496735778,0.09205242265616817,-0.8082139827693263,-0.44737511657782936,0.002094451619107701,0.0009577797017979156,0.00021723789846027396,0.003971665339755128,0.33157911165855525,0.05915469377034221,0.21563804235218864,0.44752018096492185,0.33232766640900707,0.0632259492238206,0.20840708304196054,0.4562482497760536,0.22502252333863465,0.006769346747894981,0.21175484751389714,0.23829019916337216,1.921936598799246,0.17848698978675714,1.5721085271082336,2.2717646704902585,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.8,-0.004078346361751401,0.01130652969409615,-0.02623873735231252,0.01808204462880972
