seed,episode_idx,env_seed,regime,sampler,K,candidates,sample_runtime_seconds,rollout_runtime_seconds,runtime_per_candidate_ms
1,0,31100,pusht_aligned,ddim_eps,1,8,0.012399600000208011,0.47554350000064005,60.99288750010601
1,0,31100,pusht_aligned,consistency_1step,1,8,0.008273399998870445,0.4897923999997147,62.25822499982314
1,0,31100,pusht_aligned,ddim_eps,8,8,0.01568100000076811,0.3769243999995524,49.075675000040064
1,0,31100,pusht_aligned,ddpm_eps,8,8,0.016496899999765446,0.3320888999987801,43.573224999818194
1,0,32100,pusht_low_diversity,ddim_eps,1,8,0.008181100000001607,0.30920790000163834,39.67362500020499
1,0,32100,pusht_low_diversity,consistency_1step,1,8,0.006329799998638919,0.31463000000076136,40.119974999925034
1,0,32100,pusht_low_diversity,ddim_eps,8,8,0.01564890000008745,0.3611973000006401,47.105775000090944
1,0,32100,pusht_low_diversity,ddpm_eps,8,8,0.021669600000677747,0.335548099999869,44.652212500068345
1,0,33100,pusht_high_temp_misaligned,ddim_eps,1,8,0.007396799999696668,0.33898799999951734,43.29809999990175
1,0,33100,pusht_high_temp_misaligned,consistency_1step,1,8,0.006024599999364,0.31362110000009125,39.955712499931906
1,0,33100,pusht_high_temp_misaligned,ddim_eps,8,8,0.014392299999599345,0.37033299999893643,48.09066249981697
1,0,33100,pusht_high_temp_misaligned,ddpm_eps,8,8,0.019891399999323767,0.3297007000001031,43.69901249992836
