seed,state_idx,regime,sampler,K,candidates,runtime_seconds,runtime_per_candidate_ms,mean_pairwise_distance,effective_sample_diversity
1,0,id,ddim_eps,1,16,0.011035800000172458,0.6897375000107786,0.49042818961930074,1.5793124334404516
1,0,id,clean_target_ablation,1,16,0.006752199999027653,0.4220124999392283,0.3048296304002471,1.6096973949947184
1,0,id,consistency_1step,1,16,0.010156100001040613,0.6347562500650383,0.4763984112272921,1.5856434413907932
1,0,id,ddim_eps,8,16,0.06431909999992058,4.019943749995036,0.5445379944655979,1.5979323854276422
1,0,id,clean_target_ablation,8,16,0.017738900000040303,1.108681250002519,0.05158485333452529,1.612888872488109
1,0,id,ddpm_eps,8,16,0.026531399998930283,1.6582124999331427,0.5485236652617992,1.5868078175328715
1,0,low_diversity,ddim_eps,1,16,0.011543700000402168,0.7214812500251355,0.07188084457137256,1.6014310903598137
1,0,low_diversity,clean_target_ablation,1,16,0.007383199999821954,0.46144999998887215,0.04717699981565982,1.6333528787675733
1,0,low_diversity,consistency_1step,1,16,0.024399800000537653,1.5249875000336033,0.06028098715250722,1.5624651674610233
1,0,low_diversity,ddim_eps,8,16,0.015049400000862079,0.9405875000538799,0.0587276260160782,1.6039430735664744
1,0,low_diversity,clean_target_ablation,8,16,0.026147800001126598,1.6342375000704124,0.0070827579615166,1.5962093162071074
1,0,low_diversity,ddpm_eps,8,16,0.024640999999974156,1.5400624999983847,0.05953023687436541,1.5997244761471037
1,0,hidden_obstacle,ddim_eps,1,16,0.010474599999724887,0.6546624999828055,0.6051052052799039,1.5735176785847198
1,0,hidden_obstacle,clean_target_ablation,1,16,0.005979899999147165,0.3737437499466978,0.37245169102738634,1.624621882626161
1,0,hidden_obstacle,consistency_1step,1,16,0.007521499999711523,0.4700937499819702,0.6406815151014077,1.6069243037180028
1,0,hidden_obstacle,ddim_eps,8,16,0.020004699999844888,1.2502937499903055,0.5969647711820085,1.6050208914749826
1,0,hidden_obstacle,clean_target_ablation,8,16,0.03486429999975371,2.179018749984607,0.06797155419506543,1.667974080653494
1,0,hidden_obstacle,ddpm_eps,8,16,0.043207999999140156,2.7004999999462598,0.601187858024953,1.6061817652984425
