seed,conditioning,regime,scorer,N,K,exact_selected_real,exact_selected_score,mc_selected_real,oracle_selected_real,score_utility_correlation,tail_rank_correlation,top_score_tail_real_utility,high_n_regret,real_change_high_minus_low,score_change_high_minus_low
1,image,distractors,calibrated_critic,1,4,-1.0545781871575404,-1.054247025546027,-1.0544265495751821,-1.0545781871575404,0.9984115347018571,0.9642857142857141,-0.9308568096274503,1.5845176368323166e-05,0.19979826179671037,0.20265328423122242
1,image,distractors,calibrated_critic,2,4,-1.0078240741938025,-1.0077872962035883,-1.0029822054155406,-1.007805925348413,0.9984115347018571,0.9642857142857141,-0.9308568096274503,1.5845176368323166e-05,0.19979826179671037,0.20265328423122242
1,image,distractors,calibrated_critic,4,4,-0.9644981670531622,-0.9647271492180062,-0.9499538410993553,-0.9644455143739723,0.9984115347018571,0.9642857142857141,-0.9308568096274503,1.5845176368323166e-05,0.19979826179671037,0.20265328423122242
1,image,distractors,calibrated_critic,8,4,-0.9234214648365415,-0.9235197853862079,-0.9269517267740325,-0.9233269642430502,0.9984115347018571,0.9642857142857141,-0.9308568096274503,1.5845176368323166e-05,0.19979826179671037,0.20265328423122242
1,image,distractors,calibrated_critic,16,4,-0.8865088326612799,-0.8855783515801159,-0.8819911177764291,-0.886429280231169,0.9984115347018571,0.9642857142857141,-0.9308568096274503,1.5845176368323166e-05,0.19979826179671037,0.20265328423122242
1,image,distractors,calibrated_critic,32,4,-0.8547799253608299,-0.8515937413148048,-0.8525663593669209,-0.8547640801844616,0.9984115347018571,0.9642857142857141,-0.9308568096274503,1.5845176368323166e-05,0.19979826179671037,0.20265328423122242
1,image,distractors,diffusion_likelihood_proxy,1,4,-1.0545781871575404,-0.4529689772133423,-1.0544265495751821,-1.0545781871575404,0.8969941348973606,0.8928571428571428,-0.9331613839288487,0.009577425869682687,0.190236681103396,0.09642980196954964
1,image,distractors,diffusion_likelihood_proxy,2,4,-1.0102921043745783,-0.4265328236223636,-1.0045404293802396,-1.007805925348413,0.8969941348973606,0.8928571428571428,-0.9331613839288487,0.009577425869682687,0.190236681103396,0.09642980196954964
1,image,distractors,diffusion_likelihood_proxy,4,4,-0.9675945160236642,-0.4053293339536866,-0.9543622005802902,-0.9644455143739723,0.8969941348973606,0.8928571428571428,-0.9331613839288487,0.009577425869682687,0.190236681103396,0.09642980196954964
1,image,distractors,diffusion_likelihood_proxy,8,4,-0.9282701702463442,-0.38758746735777766,-0.9337092622462108,-0.9233269642430502,0.8969941348973606,0.8928571428571428,-0.9331613839288487,0.009577425869682687,0.190236681103396,0.09642980196954964
1,image,distractors,diffusion_likelihood_proxy,16,4,-0.8951847200897363,-0.3716295361399646,-0.8904955456645274,-0.886429280231169,0.8969941348973606,0.8928571428571428,-0.9331613839288487,0.009577425869682687,0.190236681103396,0.09642980196954964
1,image,distractors,diffusion_likelihood_proxy,32,4,-0.8643415060541443,-0.3565391752437926,-0.8635100795258959,-0.8547640801844616,0.8969941348973606,0.8928571428571428,-0.9331613839288487,0.009577425869682687,0.190236681103396,0.09642980196954964
1,image,distractors,learned_behavior_cloning_critic,1,4,-1.0545781871575404,-0.6632180846654143,-1.0544265495751821,-1.0545781871575404,0.8971163245356791,0.8928571428571428,-0.9331613839288487,0.009577420922896448,0.19023668605018226,0.1412850475809156
1,image,distractors,learned_behavior_cloning_critic,2,4,-1.0102920550169794,-0.6245399432947207,-1.0045404293802396,-1.007805925348413,0.8971163245356791,0.8928571428571428,-0.9331613839288487,0.009577420922896448,0.19023668605018226,0.1412850475809156
1,image,distractors,learned_behavior_cloning_critic,4,4,-0.9675943493935666,-0.5934861116478128,-0.9543622005802902,-0.9644455143739723,0.8971163245356791,0.8928571428571428,-0.9331613839288487,0.009577420922896448,0.19023668605018226,0.1412850475809156
1,image,distractors,learned_behavior_cloning_critic,8,4,-0.928269923209449,-0.5674724828882035,-0.9337092622462108,-0.9233269642430502,0.8971163245356791,0.8928571428571428,-0.9331613839288487,0.009577420922896448,0.19023668605018226,0.1412850475809156
1,image,distractors,learned_behavior_cloning_critic,16,4,-0.8951846117554925,-0.5440640363065422,-0.8904955456645274,-0.886429280231169,0.8971163245356791,0.8928571428571428,-0.9331613839288487,0.009577420922896448,0.19023668605018226,0.1412850475809156
1,image,distractors,learned_behavior_cloning_critic,32,4,-0.864341501107358,-0.5219330370844987,-0.8635100795258959,-0.8547640801844616,0.8971163245356791,0.8928571428571428,-0.9331613839288487,0.009577420922896448,0.19023668605018226,0.1412850475809156
1,image,distractors,oracle_real_utility_selector,1,4,-1.0545781871575404,-1.0545781871575404,-1.0544265495751821,-1.0545781871575404,0.9999999999999997,0.9999999999999999,-0.9308421269132681,0.0,0.1998141069730787,0.1998141069730787
1,image,distractors,oracle_real_utility_selector,2,4,-1.007805925348413,-1.007805925348413,-1.0029423940029139,-1.007805925348413,0.9999999999999997,0.9999999999999999,-0.9308421269132681,0.0,0.1998141069730787,0.1998141069730787
1,image,distractors,oracle_real_utility_selector,4,4,-0.9644455143739723,-0.9644455143739723,-0.9499108845188949,-0.9644455143739723,0.9999999999999997,0.9999999999999999,-0.9308421269132681,0.0,0.1998141069730787,0.1998141069730787
1,image,distractors,oracle_real_utility_selector,8,4,-0.9233269642430502,-0.9233269642430502,-0.926909715835393,-0.9233269642430502,0.9999999999999997,0.9999999999999999,-0.9308421269132681,0.0,0.1998141069730787,0.1998141069730787
1,image,distractors,oracle_real_utility_selector,16,4,-0.886429280231169,-0.886429280231169,-0.8818515615336562,-0.886429280231169,0.9999999999999997,0.9999999999999999,-0.9308421269132681,0.0,0.1998141069730787,0.1998141069730787
1,image,distractors,oracle_real_utility_selector,32,4,-0.8547640801844616,-0.8547640801844616,-0.8525663593669209,-0.8547640801844616,0.9999999999999997,0.9999999999999999,-0.9308421269132681,0.0,0.1998141069730787,0.1998141069730787
1,image,hidden_obstacle,calibrated_critic,1,4,-1.183534187517347,-1.1831254041149126,-1.1755934702354311,-1.183534187517347,0.964687194525904,0.9047619047619047,-1.0678740441700814,0.0010886953905486403,0.18945101863644098,0.1901321547443292
