family,regime,scorer,seed,N,exact_selected_real,exact_selected_score,mc_selected_real,oracle_selected_real,score_utility_correlation,tail_rank_correlation,top_score_tail_real_utility,high_n_regret,real_change_high_minus_low,score_change_high_minus_low,state_idx,K,temperature,configured_diversity,mean_pairwise_distance,effective_sample_diversity,duplicate_collapse_rate,mode_coverage_observed,marginal_diversity_gain_high_n
A_controlled_diffusion_like_sampler,low_diversity_high_quality,aligned,1,1,-0.804167818336353,-0.8023709071265488,-0.8041678183363529,-0.8041678183363529,,,-0.8041678183363528,-1.1102230246251565e-16,2.220446049250313e-16,0.03394897394615759,0,32,0.05,0.01,0.0,1.0,0.9895833333333334,0.2,0.0
A_controlled_diffusion_like_sampler,low_diversity_high_quality,aligned,1,2,-0.804167818336353,-0.7924395124734992,-0.8041678183363529,-0.8041678183363529,,,-0.8041678183363528,-1.1102230246251565e-16,2.220446049250313e-16,0.03394897394615759,0,32,0.05,0.01,0.0,1.0,0.9895833333333334,0.2,0.0
A_controlled_diffusion_like_sampler,low_diversity_high_quality,aligned,1,4,-0.8041678183363528,-0.7849425165122842,-0.8041678183363529,-0.8041678183363529,,,-0.8041678183363528,-1.1102230246251565e-16,2.220446049250313e-16,0.03394897394615759,0,32,0.05,0.01,0.0,1.0,0.9895833333333334,0.2,0.0
A_controlled_diffusion_like_sampler,low_diversity_high_quality,aligned,1,8,-0.8041678183363529,-0.7794587757137309,-0.8041678183363529,-0.8041678183363529,,,-0.8041678183363528,-1.1102230246251565e-16,2.220446049250313e-16,0.03394897394615759,0,32,0.05,0.01,0.0,1.0,0.9895833333333334,0.2,0.0
A_controlled_diffusion_like_sampler,low_diversity_high_quality,aligned,1,16,-0.8041678183363529,-0.7749909532056565,-0.8041678183363529,-0.8041678183363529,,,-0.8041678183363528,-1.1102230246251565e-16,2.220446049250313e-16,0.03394897394615759,0,32,0.05,0.01,0.0,1.0,0.9895833333333334,0.2,0.0
A_controlled_diffusion_like_sampler,low_diversity_high_quality,aligned,1,32,-0.8041678183363528,-0.7711665001251907,-0.8041678183363529,-0.8041678183363529,,,-0.8041678183363528,-1.1102230246251565e-16,2.220446049250313e-16,0.03394897394615759,0,32,0.05,0.01,0.0,1.0,0.9895833333333334,0.2,0.0
A_controlled_diffusion_like_sampler,low_diversity_high_quality,aligned,1,64,-0.8041678183363528,-0.7684219331803912,-0.8041678183363529,-0.8041678183363529,,,-0.8041678183363528,-1.1102230246251565e-16,2.220446049250313e-16,0.03394897394615759,0,32,0.05,0.01,0.0,1.0,0.9895833333333334,0.2,0.0
A_controlled_diffusion_like_sampler,high_diversity_aligned,aligned,1,1,-0.9591239194720247,-0.9573270082622205,-0.9329886376184819,-0.9591239194720247,0.9970835594139991,0.9488721804511279,-0.6055950701487777,0.00022953938578390565,0.6026387568832288,0.6124266013089863,0,16,0.88,0.95,0.5745408294382195,1.6553227067946248,0.0,1.0,-0.0050763236578380555
A_controlled_diffusion_like_sampler,high_diversity_aligned,aligned,1,2,-0.7961996414517724,-0.7949475981380514,-0.8134371640518191,-0.7958770396828647,0.9970835594139991,0.9488721804511279,-0.6055950701487777,0.00022953938578390565,0.6026387568832288,0.6124266013089863,0,16,0.88,0.95,0.5745408294382195,1.6553227067946248,0.0,1.0,-0.0050763236578380555
A_controlled_diffusion_like_sampler,high_diversity_aligned,aligned,1,4,-0.6792721411078623,-0.6787134773117571,-0.6700210039448649,-0.6785787362041088,0.9970835594139991,0.9488721804511279,-0.6055950701487777,0.00022953938578390565,0.6026387568832288,0.6124266013089863,0,16,0.88,0.95,0.5745408294382195,1.6553227067946248,0.0,1.0,-0.0050763236578380555
