seed,episode_idx,env_seed,regime,sampler,K,temperature,new_modes_at_high_n,mean_pairwise_distance,effective_sample_diversity,duplicate_collapse_rate,trajectory_cluster_count,trajectory_cluster_entropy
1,0,41100,fetch_aligned,ddim_eps,1,0.9,3.0,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146
1,0,41100,fetch_aligned,consistency_1step,1,0.9,3.0,5.7846450616249205,1.4967248148545935,0.0,5.0,0.9283832117664796
1,0,41100,fetch_aligned,ddim_eps,8,0.9,2.0,5.580122082593864,1.5276569306017578,0.0,3.0,0.886859507140184
1,0,41100,fetch_aligned,ddpm_eps,8,0.9,3.0,5.551650384035865,1.5289950820417666,0.0,4.0,0.8749999999971146
1,1,41101,fetch_aligned,ddim_eps,1,0.9,1.0,5.590725156003914,1.523992596074165,0.0,3.0,0.8194483718700727
1,1,41101,fetch_aligned,consistency_1step,1,0.9,2.0,5.74774630061241,1.5409602564171172,0.0,4.0,0.8749999999971146
1,1,41101,fetch_aligned,ddim_eps,8,0.9,1.0,5.649410513902054,1.5042668186059573,0.0,3.0,0.886859507140184
1,1,41101,fetch_aligned,ddpm_eps,8,0.9,1.0,5.700759910648008,1.4966413846141005,0.0,3.0,0.886859507140184
1,2,41102,fetch_aligned,ddim_eps,1,0.9,1.0,5.761728867602713,1.5237436937854627,0.0,4.0,0.8749999999971146
1,2,41102,fetch_aligned,consistency_1step,1,0.9,0.0,5.691072751219428,1.5306143694532295,0.0,3.0,0.886859507140184
1,2,41102,fetch_aligned,ddim_eps,8,0.9,1.0,5.92221539894488,1.52234988894604,0.0,5.0,0.9283832117664796
1,2,41102,fetch_aligned,ddpm_eps,8,0.9,0.0,5.908031055091489,1.5195528032120842,0.0,3.0,0.886859507140184
1,0,42100,fetch_low_diversity,ddim_eps,1,0.12,3.0,1.0228969043982796,1.5291289061569078,0.0,4.0,0.7743974703448139
1,0,42100,fetch_low_diversity,consistency_1step,1,0.12,1.0,1.0775456148140903,1.588276383045508,0.0,3.0,0.8194483718700727
1,0,42100,fetch_low_diversity,ddim_eps,8,0.12,1.0,1.0904536701154568,1.5669168193248386,0.0,4.0,0.905639062226681
1,0,42100,fetch_low_diversity,ddpm_eps,8,0.12,1.0,1.0964323467653379,1.5681326394131454,0.0,4.0,0.905639062226681
1,1,42101,fetch_low_diversity,ddim_eps,1,0.12,1.0,1.0364468064920875,1.5608263523526467,0.0,4.0,0.8749999999971146
1,1,42101,fetch_low_diversity,consistency_1step,1,0.12,0.0,1.074118794848735,1.4865355421529167,0.0,2.0,0.543564443196711
1,1,42101,fetch_low_diversity,ddim_eps,8,0.12,1.0,1.016947114827379,1.546511361126249,0.0,4.0,0.905639062226681
