sampler,regime,scorer,N,K,n_rows,exact_selected_real,exact_selected_real_se,exact_selected_real_ci_low,exact_selected_real_ci_high,exact_selected_normalized_progress,exact_selected_normalized_progress_se,exact_selected_normalized_progress_ci_low,exact_selected_normalized_progress_ci_high,exact_selected_final_progress,exact_selected_final_progress_se,exact_selected_final_progress_ci_low,exact_selected_final_progress_ci_high,exact_selected_success,exact_selected_success_se,exact_selected_success_ci_low,exact_selected_success_ci_high,exact_selected_negative_final_distance,exact_selected_negative_final_distance_se,exact_selected_negative_final_distance_ci_low,exact_selected_negative_final_distance_ci_high
consistency_1step,fetch_aligned,uncertainty_aware_critic,2,1,12,-0.02726144454348345,0.001392148923290766,-0.029990006294249562,-0.024532882792717335,0.0010805997809546601,0.0010805997809546603,-0.0010373368714183453,0.0031985364333276655,-0.009862896471870162,0.005428334397103049,-0.020502236386232085,0.0007764434424917602,0.0,0.0,0.0,0.0,-0.17972870511819225,0.021441416522174163,-0.22175310927917566,-0.13770430095720884
consistency_1step,fetch_aligned,uncertainty_aware_critic,4,1,12,-0.025779163332988294,0.0014921688913380577,-0.02870376061886195,-0.02285456604711464,0.0019079339882480716,0.0019079339882480716,-0.0018315479135980147,0.0056474158900941575,-0.005318494953331879,0.004659544684624609,-0.014451034719551155,0.003814044812887397,0.0,0.0,0.0,0.0,-0.1784678983973754,0.020896987833301774,-0.21942524193601856,-0.13751055485873223
consistency_1step,fetch_aligned,uncertainty_aware_critic,8,1,12,-0.025212506511869043,0.0020098231350094316,-0.02915168747178291,-0.021273325551955175,0.0030263298636835257,0.0030263298636835265,-0.002905167674474196,0.008957827401841248,-0.007410257848291306,0.007398106443132542,-0.021910280030624806,0.007089764334042194,0.0,0.0,0.0,0.0,-0.1787542552832236,0.02082778759593614,-0.2195759688489085,-0.13793254171753871
consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,1,1,12,-0.0498384864533904,0.00979617904071685,-0.06903864455930156,-0.030638328347479246,0.0,0.0,0.0,0.0,-0.08624648826318504,0.06232451070821733,-0.2084002846053719,0.035907308079001846,0.0,0.0,0.0,0.0,-0.190173607313177,0.01834212452328527,-0.22612351077876502,-0.154223703847589
consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,2,1,12,-0.059792818134180394,0.014718341631079605,-0.08864023764325293,-0.03094539862510786,0.0,0.0,0.0,0.0,-0.13604538980144057,0.09673094749155364,-0.32563456307532074,0.0535437834724396,0.0,0.0,0.0,0.0,-0.19646552844326046,0.018841824814256693,-0.23339482648221666,-0.15953623040430426
consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,4,1,12,-0.06901701854390065,0.01949858601950611,-0.10723354489158882,-0.03080049219621247,0.0,0.0,0.0,0.0,-0.18683958115667285,0.12976870154733888,-0.4411815625099842,0.06750240019663847,0.0,0.0,0.0,0.0,-0.2031634899590055,0.020084033811823134,-0.24252747289446352,-0.16379950702354745
consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,8,1,12,-0.07557660541056703,0.02281452902532401,-0.12029226062444578,-0.030860950196688275,0.0,0.0,0.0,0.0,-0.2235827962518134,0.1524328090886687,-0.5223456121278738,0.075180019624247,0.0,0.0,0.0,0.0,-0.20827916208049393,0.021458788149612208,-0.2503376140056088,-0.1662207101553791
consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,1,1,12,-0.0498384864533904,0.00979617904071685,-0.06903864455930156,-0.030638328347479246,0.0,0.0,0.0,0.0,-0.08624648826318505,0.062324510708217346,-0.20840028460537197,0.03590730807900186,0.0,0.0,0.0,0.0,-0.19017360731317698,0.01834212452328527,-0.22612351077876502,-0.15422370384758893
consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,2,1,12,-0.050725960228687285,0.010831036286096335,-0.07195440126468255,-0.029497519192692008,0.0,0.0,0.0,0.0,-0.09847371158150003,0.06912133336935725,-0.23394903554882684,0.037001612385826776,0.0,0.0,0.0,0.0,-0.1919561538402681,0.018497481870859474,-0.22821055211183525,-0.15570175556870094
consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,4,1,12,-0.051248264798715505,0.011614770948863736,-0.07401279754717054,-0.028483732050260478,0.0,0.0,0.0,0.0,-0.11009070822998489,0.0742121350012657,-0.25554382004828996,0.0353624035883202,0.0,0.0,0.0,0.0,-0.19365382816693133,0.018598668222402488,-0.2301065480432498,-0.15720110829061287
consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,8,1,12,-0.04842481112850122,0.009637468170661056,-0.067313901645148,-0.029535720611854437,0.0,0.0,0.0,0.0,-0.09933385805617594,0.06165739635880446,-0.2201801342999437,0.02151241818759185,0.0,0.0,0.0,0.0,-0.19278161665149582,0.018715104418338232,-0.2294625472783452,-0.15610068602464644
consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,1,1,12,-0.0498384864533904,0.009796179040716852,-0.06903864455930156,-0.030638328347479243,0.0,0.0,0.0,0.0,-0.08624648826318508,0.06232451070821736,-0.20840028460537202,0.03590730807900186,0.0,0.0,0.0,0.0,-0.19017360731317698,0.01834212452328527,-0.22612351077876502,-0.15422370384758893
consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,2,1,12,-0.05049104570486704,0.010716984602070228,-0.071495949547795,-0.029486141861939073,0.0,0.0,0.0,0.0,-0.08881254374656804,0.06835591912775517,-0.2227876833671007,0.04516259587396464,0.0,0.0,0.0,0.0,-0.1898387862195983,0.017913996647882197,-0.22494957446861866,-0.15472799797057793
consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,4,1,12,-0.05441921992529474,0.014349203580256212,-0.08254314214943011,-0.026295297701159372,0.0,0.0,0.0,0.0,-0.11328844387940144,0.09238096113294172,-0.29435180055716176,0.06777491279835886,0.0,0.0,0.0,0.0,-0.1919895563105712,0.017622591443922767,-0.22652920085492353,-0.1574499117662189
consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,8,1,12,-0.057566501767398526,0.017253485375487196,-0.09138271171114196,-0.023750291823655095,0.0,0.0,0.0,0.0,-0.13556445050215718,0.11145488268982028,-0.3540120064753416,0.0828831054710272,0.0,0.0,0.0,0.0,-0.19432091542411833,0.017782747374134662,-0.22917445982359647,-0.1594673710246402
consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,1,1,12,-0.0498384864533904,0.00979617904071685,-0.06903864455930156,-0.030638328347479246,0.0,0.0,0.0,0.0,-0.08624648826318505,0.06232451070821733,-0.20840028460537194,0.03590730807900183,0.0,0.0,0.0,0.0,-0.19017360731317698,0.018342124523285267,-0.226123510778765,-0.15422370384758896
consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,2,1,12,-0.04111353273328786,0.006021491391592967,-0.05291543899402805,-0.02931162647254768,0.0,0.0,0.0,0.0,-0.0436634061120712,0.03536639512770185,-0.11298026682537966,0.02565345460123726,0.0,0.0,0.0,0.0,-0.18456301510825668,0.018309603027840737,-0.22044917761405003,-0.14867685260246333
consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,4,1,12,-0.034264266780310026,0.0029180232427312544,-0.03998348724211406,-0.02854504631850599,0.0,0.0,0.0,0.0,-0.013877380528294438,0.012139797844331616,-0.03767094708278139,0.00991618602619251,0.0,0.0,0.0,0.0,-0.18109964206104986,0.018817044349266378,-0.2179803712811049,-0.14421891284099483
consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,8,1,12,-0.030996525172805028,0.0020607458569928427,-0.03503551283380113,-0.02695753751180893,0.0,0.0,0.0,0.0,-0.004152544568851762,0.003843862238220441,-0.011686376117297347,0.0033812869795938226,0.0,0.0,0.0,0.0,-0.1800408190227872,0.01908692606702531,-0.21745050668973553,-0.14263113135583888
consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,1,1,12,-0.0498384864533904,0.00979617904071685,-0.06903864455930156,-0.030638328347479246,0.0,0.0,0.0,0.0,-0.08624648826318505,0.06232451070821733,-0.20840028460537194,0.03590730807900183,0.0,0.0,0.0,0.0,-0.19017360731317698,0.01834212452328527,-0.22612351077876502,-0.15422370384758893
consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,2,1,12,-0.052232184023668526,0.010791764271809404,-0.07338365332606107,-0.03108071472127598,0.0,0.0,0.0,0.0,-0.08784572234839301,0.0700101411007714,-0.22506307745847232,0.04937163276168628,0.0,0.0,0.0,0.0,-0.18958142817044385,0.017873162786809477,-0.22461218352241197,-0.15455067281847573
consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,4,1,12,-0.05140842465045913,0.009498044593465997,-0.07002424997720787,-0.0327925993237104,0.0,0.0,0.0,0.0,-0.07279680400565859,0.0629363430624792,-0.19614976972677506,0.05055616171545789,0.0,0.0,0.0,0.0,-0.18742200194377712,0.017774209933415167,-0.22225881326692493,-0.1525851906206293
consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,8,1,12,-0.048683598317442456,0.006615128160882339,-0.06164901126588852,-0.03571818536899639,0.0,0.0,0.0,0.0,-0.049032354768000684,0.04496197386264469,-0.1371562042126155,0.03909149467661414,0.0,0.0,0.0,0.0,-0.18465281421505708,0.017967959206553655,-0.21986936713558713,-0.14943626129452703
consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,1,1,12,-0.0498384864533904,0.00979617904071685,-0.06903864455930156,-0.030638328347479246,0.0,0.0,0.0,0.0,-0.08624648826318504,0.062324510708217325,-0.2084002846053719,0.03590730807900183,0.0,0.0,0.0,0.0,-0.19017360731317698,0.018342124523285267,-0.226123510778765,-0.15422370384758896
consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,2,1,12,-0.03988415477260041,0.0049335279706213785,-0.04955369191173929,-0.030214617633461532,0.0,0.0,0.0,0.0,-0.036447586724929544,0.02797529220152674,-0.09127815189690618,0.018382978447047088,0.0,0.0,0.0,0.0,-0.18388168618309353,0.018485963091851743,-0.22011350806265964,-0.14764986430352742
consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,4,1,12,-0.03332466021954193,0.0022425788014820815,-0.03772003390293981,-0.028929286536144055,0.0,0.0,0.0,0.0,-0.008973741272857298,0.007244148262876391,-0.02317201096676342,0.005224528421048822,0.0,0.0,0.0,0.0,-0.18062749369455686,0.018983732883957976,-0.21783492643924318,-0.14342006094987053
consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,8,1,12,-0.030115809039386484,0.0015775750538703237,-0.033207799327881156,-0.027023818750891816,0.0,0.0,0.0,0.0,-0.0013171270891205657,0.0010346969275224448,-0.0033450958019788073,0.0007108416237376761,0.0,0.0,0.0,0.0,-0.17976680409777043,0.019191611344157145,-0.21738167113760876,-0.1421519370579321
consistency_1step,fetch_high_temp_misaligned,random_sample_selection,1,1,12,-0.0498384864533904,0.00979617904071685,-0.06903864455930156,-0.030638328347479246,0.0,0.0,0.0,0.0,-0.08624648826318508,0.06232451070821736,-0.20840028460537202,0.03590730807900186,0.0,0.0,0.0,0.0,-0.19017360731317698,0.018342124523285267,-0.226123510778765,-0.15422370384758896
consistency_1step,fetch_high_temp_misaligned,random_sample_selection,2,1,12,-0.05261932429339524,0.012762043973942493,-0.07763247085143896,-0.027606177735351532,0.0,0.0,0.0,0.0,-0.1036017013989246,0.08324442798703215,-0.2667577821671457,0.05955437936929647,0.0,0.0,0.0,0.0,-0.19134234054318963,0.0179177473121033,-0.22646047995900145,-0.1562242011273778
consistency_1step,fetch_high_temp_misaligned,random_sample_selection,4,1,12,-0.05706990774898735,0.016417272823633897,-0.08924717120767797,-0.024892644290296716,0.0,0.0,0.0,0.0,-0.13386406603310053,0.10800374932375896,-0.34554752490296026,0.0778193928367592,0.0,0.0,0.0,0.0,-0.19467715895324147,0.01809726153624935,-0.2301471397830922,-0.15920717812339075
consistency_1step,fetch_high_temp_misaligned,random_sample_selection,8,1,12,-0.05957302810857379,0.01757372580854353,-0.09401689776750113,-0.025129158449646437,0.0,0.0,0.0,0.0,-0.15274587493786176,0.1159685436173361,-0.38004004376740286,0.0745482938916793,0.0,0.0,0.0,0.0,-0.19753110137408794,0.018569036227969987,-0.2339257436085286,-0.16113645913964728
consistency_1step,fetch_high_temp_misaligned,uncertainty_aware_critic,1,1,12,-0.0498384864533904,0.00979617904071685,-0.06903864455930156,-0.030638328347479246,0.0,0.0,0.0,0.0,-0.08624648826318505,0.06232451070821733,-0.20840028460537194,0.03590730807900183,0.0,0.0,0.0,0.0,-0.19017360731317698,0.01834212452328527,-0.22612351077876502,-0.15422370384758893
consistency_1step,fetch_high_temp_misaligned,uncertainty_aware_critic,2,1,12,-0.04370798339332546,0.005738685176771193,-0.05495559965841087,-0.032460367128240054,0.0,0.0,0.0,0.0,-0.04802003384119305,0.03445585748182019,-0.11555227356200556,0.019512205879619465,0.0,0.0,0.0,0.0,-0.18553717039884376,0.018536465110468036,-0.2218679744160444,-0.14920636638164314
consistency_1step,fetch_high_temp_misaligned,uncertainty_aware_critic,4,1,12,-0.03954108231957779,0.0025416368759032227,-0.044522599058127006,-0.03455956558102858,0.0,0.0,0.0,0.0,-0.019730745971237234,0.010922139062524292,-0.041137745167922915,0.0016762532254484437,0.0,0.0,0.0,0.0,-0.18249279629313042,0.019116950594985044,-0.21996133095353265,-0.1450242616327282
consistency_1step,fetch_high_temp_misaligned,uncertainty_aware_critic,8,1,12,-0.038514593830753105,0.0023308544150563823,-0.04308298453746979,-0.03394620312403642,0.0,0.0,0.0,0.0,-0.012111070413639425,0.009550759402335532,-0.030830214867224356,0.0066080740399455055,0.0,0.0,0.0,0.0,-0.18189960234122327,0.019486993982616083,-0.22009340871409955,-0.14370579596834698
consistency_1step,fetch_low_diversity,anti_oracle_negative_control,1,1,12,-0.0014387601598501608,8.308365171214961e-05,-0.0016016011249100435,-0.001275919194790278,0.0,0.0,0.0,0.0,-1.6823956173955854e-14,6.323939858352352e-15,-2.921865053672379e-14,-4.429261811187916e-15,0.0,0.0,0.0,0.0,-0.16443665869212296,0.01753403059372653,-0.19880272715965042,-0.1300705902245955
consistency_1step,fetch_low_diversity,anti_oracle_negative_control,2,1,12,-0.0015949336033882974,9.761796743223969e-05,-0.0017862613037994911,-0.0014036059029771037,0.0,0.0,0.0,0.0,-1.6823956173955854e-14,6.3239398583523536e-15,-2.92186505367238e-14,-4.429261811187913e-15,0.0,0.0,0.0,0.0,-0.16443665869212296,0.01753403059372653,-0.19880272715965042,-0.1300705902245955
consistency_1step,fetch_low_diversity,anti_oracle_negative_control,4,1,12,-0.0017408064821266705,0.00011402246821911985,-0.001964286413264508,-0.0015173265509888327,0.0,0.0,0.0,0.0,-1.6823956173955854e-14,6.3239398583523536e-15,-2.92186505367238e-14,-4.429261811187913e-15,0.0,0.0,0.0,0.0,-0.16443665869212296,0.01753403059372653,-0.19880272715965042,-0.1300705902245955
