seed,episode_idx,within_regime,regime,negative_control,harmful_high_N,scorer_family,static_action,static_decision,static_selected_N,static_selected_K,static_false_admit,adaptive_action,adaptive_decision,adaptive_selected_N,adaptive_selected_K,adaptive_checked_N,adaptive_stopping_savings,adaptive_false_admit,fixed_high_minus_low_latency_adjusted,fixed_high_minus_low_real,static_utility_gain_lcb,adaptive_utility_gain_lcb,adaptive_tail_utility_lcb,effective_sample_diversity,duplicate_collapse_rate,lambda_cost,runtime_per_step_ms
1,0,0,nominal_aligned,False,False,aligned,block_high_N,high_N_blocked,4,2,False,block_high_N,high_N_blocked,1,2,16,0.8333333333333334,False,0.39685167806091326,0.4174596780609132,-0.30723222806548467,-1.0917792006917013,-1.2579697019477263,1.658821841856272,0.0,0.0007,0.02
1,1,1,nominal_aligned,False,False,aligned,block_high_N,high_N_blocked,4,2,False,block_high_N,high_N_blocked,1,2,16,0.8333333333333334,False,0.4290693936674568,0.44967739366745674,-0.39640490939871853,-1.6937134330445267,-1.9683032882706686,1.654651291493554,0.0,0.0007,0.02
1,2,2,nominal_aligned,False,False,aligned,block_high_N,high_N_blocked,4,2,False,block_high_N,high_N_blocked,1,2,16,0.8333333333333334,False,0.28423074916210456,0.3048387491621045,-0.17001547175367765,-1.6436472089397522,-1.8918692364028553,1.6512935522327947,0.0,0.0007,0.02
1,3,3,nominal_aligned,False,False,aligned,block_high_N,high_N_blocked,4,2,False,block_high_N,high_N_blocked,1,2,16,0.8333333333333334,False,0.27473139138458746,0.2953393913845874,-0.2872265288060486,-1.176546621304549,-1.3866794270544363,1.6622908495291822,0.0,0.0007,0.02
1,4,4,nominal_aligned,False,False,aligned,block_high_N,high_N_blocked,4,2,False,block_high_N,high_N_blocked,1,2,16,0.8333333333333334,False,0.21841037125351526,0.23901837125351522,-0.19369105291482602,-0.7316333886803781,-0.8965655855621582,1.6497663591544185,0.0,0.0007,0.02
1,5,0,weak_tail_alignment,False,False,weakly_aligned,block_high_N,high_N_blocked,4,2,False,block_high_N,high_N_blocked,1,2,16,0.8333333333333334,False,0.2733465733131837,0.29395457331318364,-0.8941067341860749,-2.840773377059807,-3.2679466710707072,1.653499647662236,0.0,0.0007,0.02
1,6,1,weak_tail_alignment,False,False,weakly_aligned,block_high_N,high_N_blocked,4,2,False,block_high_N,high_N_blocked,1,2,16,0.8333333333333334,False,0.23514827353839207,0.25575627353839203,-0.7523467904878134,-2.269173032581379,-2.609368783191086,1.646616318827103,0.0,0.0007,0.02
1,7,2,weak_tail_alignment,False,False,weakly_aligned,block_high_N,high_N_blocked,4,2,False,block_high_N,high_N_blocked,1,2,16,0.8333333333333334,False,0.14554724920322237,0.16615524920322233,-1.1541527348671314,-2.194224603888096,-2.4095215315161513,1.6640504525790778,0.0,0.0007,0.02
1,8,3,weak_tail_alignment,False,False,weakly_aligned,block_high_N,high_N_blocked,4,2,False,block_high_N,high_N_blocked,1,2,16,0.8333333333333334,False,0.1340087576025082,0.15461675760250815,-0.8549585352777873,-1.5519529384215351,-1.7488511724861475,1.6555533420306634,0.0,0.0007,0.02
1,9,4,weak_tail_alignment,False,False,weakly_aligned,block_high_N,high_N_blocked,4,2,False,block_high_N,high_N_blocked,1,2,16,0.8333333333333334,False,0.14929242912414864,0.1699004291241486,-0.9645020954481518,-1.8745248858781538,-2.115291133255365,1.6492154177448561,0.0,0.0007,0.02
