sampler,regime,scorer,K,metric,n,mean,se,ci_low,ci_high,confidence,low_n,high_n,effect,value_col
consistency_1step,fetch_aligned,anti_oracle_negative_control,1,exact_selected_real,12,-0.02383877818676161,0.010708838578678975,-0.049356777411102226,-0.007980120378001127,0.95,1,8,high_minus_low,exact_selected_real
consistency_1step,fetch_aligned,anti_oracle_negative_control,1,exact_selected_score,12,0.02383877818676161,0.010708838578678975,0.007980120378001108,0.04935677741110221,0.95,1,8,high_minus_low,exact_selected_score
consistency_1step,fetch_aligned,anti_oracle_negative_control,1,high_n_regret,12,0.0,0.0,0.0,0.0,0.95,1,8,high_minus_low,high_n_regret
consistency_1step,fetch_aligned,anti_oracle_negative_control,1,exact_selected_normalized_progress,12,-0.0005763196083650834,0.0005763196083650835,-0.0017289588250952502,0.0,0.95,1,8,high_minus_low,exact_selected_normalized_progress
consistency_1step,fetch_aligned,anti_oracle_negative_control,1,exact_selected_final_progress,12,-0.1250698484443293,0.07405812844751941,-0.29825485937208057,-0.013094779419177595,0.95,1,8,high_minus_low,exact_selected_final_progress
consistency_1step,fetch_aligned,anti_oracle_negative_control,1,exact_selected_success,12,0.0,0.0,0.0,0.0,0.95,1,8,high_minus_low,exact_selected_success
consistency_1step,fetch_aligned,anti_oracle_negative_control,1,exact_selected_negative_final_distance,12,-0.02715188359738507,0.016028415525535397,-0.06380500835627222,-0.002288540290596915,0.95,1,8,high_minus_low,exact_selected_negative_final_distance
consistency_1step,fetch_aligned,diffusion_internal_score,1,exact_selected_real,12,0.0008466870517462975,0.0032993505778286477,-0.004728994599849759,0.007590729306614656,0.95,1,8,high_minus_low,exact_selected_real
consistency_1step,fetch_aligned,diffusion_internal_score,1,exact_selected_score,12,0.1856831369596105,0.015281356842468764,0.15526375362850475,0.2119758853521441,0.95,1,8,high_minus_low,exact_selected_score
consistency_1step,fetch_aligned,diffusion_internal_score,1,high_n_regret,12,0.0,0.0,0.0,0.0,0.95,1,8,high_minus_low,high_n_regret
consistency_1step,fetch_aligned,diffusion_internal_score,1,exact_selected_normalized_progress,12,-0.0005745872014896922,0.0005745872014896923,-0.0017237616044690769,0.0,0.95,1,8,high_minus_low,exact_selected_normalized_progress
consistency_1step,fetch_aligned,diffusion_internal_score,1,exact_selected_final_progress,12,0.02013461844307528,0.019301638603376057,-0.010542603377236877,0.060923341762179506,0.95,1,8,high_minus_low,exact_selected_final_progress
consistency_1step,fetch_aligned,diffusion_internal_score,1,exact_selected_success,12,0.0,0.0,0.0,0.0,0.95,1,8,high_minus_low,exact_selected_success
consistency_1step,fetch_aligned,diffusion_internal_score,1,exact_selected_negative_final_distance,12,0.005114788677937951,0.0043111184858288295,-0.0017803884690603684,0.013786847706374051,0.95,1,8,high_minus_low,exact_selected_negative_final_distance
consistency_1step,fetch_aligned,goal_progress_heuristic,1,exact_selected_real,12,-0.006735579337609078,0.011159634695830313,-0.030874514568584394,0.00791944245077394,0.95,1,8,high_minus_low,exact_selected_real
consistency_1step,fetch_aligned,goal_progress_heuristic,1,exact_selected_score,12,0.4057254859093644,0.03145393471114362,0.34779433685035954,0.47007179977906927,0.95,1,8,high_minus_low,exact_selected_score
consistency_1step,fetch_aligned,goal_progress_heuristic,1,high_n_regret,12,0.0,0.0,0.0,0.0,0.95,1,8,high_minus_low,high_n_regret
consistency_1step,fetch_aligned,goal_progress_heuristic,1,exact_selected_normalized_progress,12,-0.000486981936044784,0.00048698193604478405,-0.0017166113245578585,0.0,0.95,1,8,high_minus_low,exact_selected_normalized_progress
consistency_1step,fetch_aligned,goal_progress_heuristic,1,exact_selected_final_progress,12,-0.05191384276189206,0.07144138695379616,-0.20691640906238254,0.041163699276144376,0.95,1,8,high_minus_low,exact_selected_final_progress
