seed,episode_idx,within_regime,regime,negative_control,harmful_high_N,lambda_cost,runtime_per_step_ms,runtime_overhead_ms,scorer_family,policy,score_source,N,K,expected_real_utility,runtime_ms,latency_adjusted_utility
1,2,2,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,oracle_high_N,oracle,96,16,1.7801513149514694,30.72,1.7586473149514694
1,2,2,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,audit_then_sample,score,4,2,1.4753086337753425,0.16,1.4751966337753426
1,2,2,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,adaptive_ats,score,1,2,1.15285435232111,0.04,1.1528263523211102
1,3,3,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,fixed_low_N,score,4,16,1.4494838953855766,1.28,1.4485878953855766
1,3,3,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,fixed_high_N,score,96,16,1.744823286770164,30.72,1.723319286770164
1,3,3,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,oracle_high_N,oracle,96,16,1.7448689184376578,30.72,1.7233649184376578
1,3,3,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,audit_then_sample,score,4,2,1.4494838953855766,0.16,1.4493718953855768
1,3,3,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,adaptive_ats,score,1,2,1.1869055323561664,0.04,1.1868775323561664
1,4,4,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,fixed_low_N,score,4,16,1.4468562055715384,1.28,1.4459602055715384
1,4,4,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,fixed_high_N,score,96,16,1.6858745768250536,30.72,1.6643705768250536
1,4,4,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,oracle_high_N,oracle,96,16,1.6858747567097283,30.72,1.6643707567097283
1,4,4,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,audit_then_sample,score,4,2,1.4468562055715384,0.16,1.4467442055715385
1,4,4,nominal_aligned,False,False,0.0007,0.02,0.0,aligned,adaptive_ats,score,1,2,1.1957611512329056,0.04,1.1957331512329057
1,5,0,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,fixed_low_N,score,4,16,1.2342643381842362,1.28,1.2333683381842362
1,5,0,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,fixed_high_N,score,96,16,1.5282189114974198,30.72,1.5067149114974199
1,5,0,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,oracle_high_N,oracle,96,16,1.7995339238021701,30.72,1.7780299238021702
1,5,0,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,audit_then_sample,score,4,2,1.2342643381842362,0.16,1.2341523381842363
1,5,0,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,adaptive_ats,score,1,2,1.0446136748748207,0.04,1.0445856748748208
1,6,1,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,fixed_low_N,score,4,16,1.2579351228609807,1.28,1.2570391228609807
1,6,1,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,fixed_high_N,score,96,16,1.5136913963993728,30.72,1.4921873963993728
1,6,1,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,oracle_high_N,oracle,96,16,1.6532495920346986,30.72,1.6317455920346986
1,6,1,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,audit_then_sample,score,4,2,1.2579351228609807,0.16,1.2578231228609809
1,6,1,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,adaptive_ats,score,1,2,1.0518293599090918,0.04,1.0518013599090918
1,7,2,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,fixed_low_N,score,4,16,1.2025948895640073,1.28,1.2016988895640073
1,7,2,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,fixed_high_N,score,96,16,1.3687501387672296,30.72,1.3472461387672297
1,7,2,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,oracle_high_N,oracle,96,16,1.781950387199017,30.72,1.760446387199017
1,7,2,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,audit_then_sample,score,4,2,1.2025948895640073,0.16,1.2024828895640074
1,7,2,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,adaptive_ats,score,1,2,0.9738663498629979,0.04,0.9738383498629979
1,8,3,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,fixed_low_N,score,4,16,1.3582738377739676,1.28,1.3573778377739676
1,8,3,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,fixed_high_N,score,96,16,1.5128905953764757,30.72,1.4913865953764758
1,8,3,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,oracle_high_N,oracle,96,16,1.7287496010028796,30.72,1.7072456010028796
1,8,3,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,audit_then_sample,score,4,2,1.3582738377739676,0.16,1.3581618377739677
1,8,3,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,adaptive_ats,score,1,2,1.17572919676702,0.04,1.1757011967670201
1,9,4,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,fixed_low_N,score,4,16,1.2239853717981897,1.28,1.2230893717981897
1,9,4,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,fixed_high_N,score,96,16,1.3938858009223383,30.72,1.3723818009223383
1,9,4,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,oracle_high_N,oracle,96,16,1.7553921576910947,30.72,1.7338881576910947
1,9,4,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,audit_then_sample,score,4,2,1.2239853717981897,0.16,1.2238733717981898
1,9,4,weak_tail_alignment,False,False,0.0007,0.02,0.0,weakly_aligned,adaptive_ats,score,1,2,1.0177421563452171,0.04,1.0177141563452172
1,10,0,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,fixed_low_N,score,4,16,1.2219973914525097,1.28,1.2211013914525097
1,10,0,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,fixed_high_N,score,96,16,1.707181310907606,30.72,1.685677310907606
1,10,0,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,oracle_high_N,oracle,96,16,1.7217305669678484,30.72,1.7002265669678485
1,10,0,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,audit_then_sample,score,4,2,1.2219973914525097,0.16,1.2218853914525099
1,10,0,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,adaptive_ats,score,1,2,0.811678816162356,0.04,0.811650816162356
1,11,1,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,fixed_low_N,score,4,16,1.0111510853839245,1.28,1.0102550853839245
1,11,1,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,fixed_high_N,score,96,16,1.2587268734044927,30.72,1.2372228734044928
1,11,1,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,oracle_high_N,oracle,96,16,1.6213534355619226,30.72,1.5998494355619226
1,11,1,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,audit_then_sample,score,4,2,1.0111510853839245,0.16,1.0110390853839246
1,11,1,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,adaptive_ats,score,1,2,0.7952818724334182,0.04,0.7952538724334182
1,12,2,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,fixed_low_N,score,4,16,1.013854665484228,1.28,1.012958665484228
1,12,2,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,fixed_high_N,score,96,16,1.6079765699143644,30.72,1.5864725699143645
1,12,2,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,oracle_high_N,oracle,96,16,1.61085559204651,30.72,1.58935159204651
1,12,2,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,audit_then_sample,score,4,2,1.013854665484228,0.16,1.013742665484228
1,12,2,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,adaptive_ats,score,1,2,0.685437326406821,0.04,0.685409326406821
1,13,3,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,fixed_low_N,score,4,16,1.0142791588329767,1.28,1.0133831588329767
1,13,3,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,fixed_high_N,score,96,16,1.3275106541634805,30.72,1.3060066541634805
1,13,3,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,oracle_high_N,oracle,96,16,1.4777464847537272,30.72,1.4562424847537272
1,13,3,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,audit_then_sample,score,4,2,1.0142791588329767,0.16,1.0141671588329768
1,13,3,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,adaptive_ats,score,1,2,0.7788052356812415,0.04,0.7787772356812415
1,14,4,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,fixed_low_N,score,4,16,1.0869213080057916,1.28,1.0860253080057916
1,14,4,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,fixed_high_N,score,96,16,1.409184191952867,30.72,1.387680191952867
1,14,4,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,oracle_high_N,oracle,96,16,1.6876172373281677,30.72,1.6661132373281677
1,14,4,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,audit_then_sample,score,4,2,1.0869213080057916,0.16,1.0868093080057917
1,14,4,hidden_obstacle_tail,True,False,0.0007,0.02,0.0,hidden-tail-misaligned,adaptive_ats,score,1,2,0.8244308085514992,0.04,0.8244028085514992
1,15,0,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,fixed_low_N,score,4,16,0.5713563814433417,1.28,0.5704603814433417
1,15,0,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,fixed_high_N,score,96,16,0.3776601325238551,30.72,0.3561561325238551
1,15,0,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,oracle_high_N,oracle,96,16,1.7944370315945746,30.72,1.7729330315945746
1,15,0,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,audit_then_sample,score,4,2,0.5713563814433417,0.16,0.5712443814433417
1,15,0,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,adaptive_ats,score,1,2,0.8169556399305787,0.04,0.8169276399305787
1,16,1,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,fixed_low_N,score,4,16,0.4523469473578649,1.28,0.4514509473578649
1,16,1,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,fixed_high_N,score,96,16,0.2384851374608348,30.72,0.2169811374608348
1,16,1,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,oracle_high_N,oracle,96,16,1.636261923064827,30.72,1.614757923064827
1,16,1,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,audit_then_sample,score,4,2,0.4523469473578649,0.16,0.4522349473578649
1,16,1,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,adaptive_ats,score,1,2,0.7677436303806515,0.04,0.7677156303806515
1,17,2,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,fixed_low_N,score,4,16,0.6970061259686784,1.28,0.6961101259686784
1,17,2,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,fixed_high_N,score,96,16,0.5105617820380579,30.72,0.4890577820380579
1,17,2,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,oracle_high_N,oracle,96,16,1.6756537290856475,30.72,1.6541497290856475
1,17,2,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,audit_then_sample,score,4,2,0.6970061259686784,0.16,0.6968941259686784
1,17,2,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,adaptive_ats,score,1,2,0.9763065014783586,0.04,0.9762785014783586
1,18,3,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,fixed_low_N,score,4,16,0.8010112710292888,1.28,0.8001152710292888
1,18,3,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,fixed_high_N,score,96,16,0.6464322450324065,30.72,0.6249282450324065
1,18,3,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,oracle_high_N,oracle,96,16,1.740072373644658,30.72,1.718568373644658
1,18,3,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,audit_then_sample,score,4,2,0.8010112710292888,0.16,0.8008992710292888
1,18,3,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,adaptive_ats,score,1,2,1.0174333611065933,0.04,1.0174053611065934
1,19,4,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,fixed_low_N,score,4,16,0.4543328417341576,1.28,0.4534368417341576
1,19,4,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,fixed_high_N,score,96,16,0.2161052112100199,30.72,0.19460121121001991
1,19,4,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,oracle_high_N,oracle,96,16,1.6945346147257898,30.72,1.6730306147257898
1,19,4,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,audit_then_sample,score,4,2,0.4543328417341576,0.16,0.4542208417341576
1,19,4,duplicate_artifact,True,True,0.0007,0.02,0.0,duplicated-high-score-artifact,adaptive_ats,score,1,2,0.8136458796629332,0.04,0.8136178796629332
1,20,0,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,fixed_low_N,score,4,16,1.2999000685212747,1.28,1.2990040685212747
1,20,0,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,fixed_high_N,score,96,16,1.2999000685212745,30.72,1.2783960685212745
1,20,0,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,oracle_high_N,oracle,96,16,1.2999000685212747,30.72,1.2783960685212747
1,20,0,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,audit_then_sample,score,4,2,1.2999000685212747,0.16,1.2997880685212748
1,20,0,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,adaptive_ats,score,1,2,1.2999000685212736,0.04,1.2998720685212737
1,21,1,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,fixed_low_N,score,4,16,1.1899001315494486,1.28,1.1890041315494486
1,21,1,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,fixed_high_N,score,96,16,1.1899001315494486,30.72,1.1683961315494487
1,21,1,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,oracle_high_N,oracle,96,16,1.1899001315494486,30.72,1.1683961315494487
1,21,1,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,audit_then_sample,score,4,2,1.1899001315494486,0.16,1.1897881315494487
1,21,1,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,adaptive_ats,score,1,2,1.1899001315494482,0.04,1.1898721315494483
1,22,2,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,fixed_low_N,score,4,16,1.2407947089158322,1.28,1.2398987089158322
1,22,2,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,fixed_high_N,score,96,16,1.2407947089158324,30.72,1.2192907089158325
1,22,2,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,oracle_high_N,oracle,96,16,1.2407947089158322,30.72,1.2192907089158322
1,22,2,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,audit_then_sample,score,4,2,1.2407947089158322,0.16,1.2406827089158323
1,22,2,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,adaptive_ats,score,1,2,1.240794708915833,0.04,1.2407667089158332
1,23,3,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,fixed_low_N,score,4,16,1.3286043437146524,1.28,1.3277083437146524
1,23,3,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,fixed_high_N,score,96,16,1.3286043437146522,30.72,1.3071003437146522
1,23,3,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,oracle_high_N,oracle,96,16,1.328604343714652,30.72,1.307100343714652
1,23,3,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,audit_then_sample,score,4,2,1.3286043437146524,0.16,1.3284923437146525
1,23,3,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,adaptive_ats,score,1,2,1.3286043437146506,0.04,1.3285763437146507
1,24,4,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,fixed_low_N,score,4,16,1.2302067379304653,1.28,1.2293107379304653
1,24,4,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,fixed_high_N,score,96,16,1.2302067379304655,30.72,1.2087027379304656
1,24,4,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,oracle_high_N,oracle,96,16,1.2302067379304658,30.72,1.2087027379304658
1,24,4,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,audit_then_sample,score,4,2,1.2302067379304653,0.16,1.2300947379304654
1,24,4,diversity_collapse,True,True,0.0007,0.02,0.0,collapsed-aligned,adaptive_ats,score,1,2,1.2302067379304666,0.04,1.2301787379304667
1,25,0,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,fixed_low_N,score,4,16,1.0977768229241245,7.58,1.0068168229241246
1,25,0,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,fixed_high_N,score,96,16,1.1625716546130638,147.42000000000002,-0.6064683453869364
1,25,0,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,oracle_high_N,oracle,96,16,1.1625773430874107,147.42000000000002,-0.6064626569125895
1,25,0,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,audit_then_sample,score,4,2,1.0977768229241245,2.26,1.0706568229241245
1,25,0,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,adaptive_ats,score,1,2,1.0608190989575215,1.69,1.0405390989575214
1,26,1,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,fixed_low_N,score,4,16,1.080389952370642,7.58,0.9894299523706419
1,26,1,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,fixed_high_N,score,96,16,1.1362772489050152,147.42000000000002,-0.6327627510949849
1,26,1,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,oracle_high_N,oracle,96,16,1.1362772818711782,147.42000000000002,-0.632762718128822
1,26,1,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,audit_then_sample,score,4,2,1.080389952370642,2.26,1.053269952370642
1,26,1,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,adaptive_ats,score,1,2,1.0478470778587803,1.69,1.0275670778587802
1,27,2,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,fixed_low_N,score,4,16,1.1217124285045759,7.58,1.030752428504576
1,27,2,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,fixed_high_N,score,96,16,1.1732869699593667,147.42000000000002,-0.5957530300406335
1,27,2,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,oracle_high_N,oracle,96,16,1.1732870719432915,147.42000000000002,-0.5957529280567087
1,27,2,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,audit_then_sample,score,4,2,1.1217124285045759,2.26,1.0945924285045758
1,27,2,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,adaptive_ats,score,1,2,1.0550553397280438,1.69,1.0347753397280437
1,28,3,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,fixed_low_N,score,4,16,1.1173028806375607,7.58,1.0263428806375607
1,28,3,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,fixed_high_N,score,96,16,1.1664809998672678,147.42000000000002,-0.6025590001327323
1,28,3,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,oracle_high_N,oracle,96,16,1.1664859081326588,147.42000000000002,-0.6025540918673413
1,28,3,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,audit_then_sample,score,4,2,1.1173028806375607,2.26,1.0901828806375606
1,28,3,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,adaptive_ats,score,1,2,1.0683549562208654,1.69,1.0480749562208653
1,29,4,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,fixed_low_N,score,4,16,1.0825281138075789,7.58,0.9915681138075788
1,29,4,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,fixed_high_N,score,96,16,1.1160841669162465,147.42000000000002,-0.6529558330837537
1,29,4,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,oracle_high_N,oracle,96,16,1.1161908267327194,147.42000000000002,-0.6528491732672808
1,29,4,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,audit_then_sample,score,4,2,1.0825281138075789,2.26,1.0554081138075788
1,29,4,latency_spike,True,True,0.012,0.095,1.5,aligned-latency-spike,adaptive_ats,score,1,2,1.0542315259066033,1.69,1.0339515259066032
1,30,0,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,fixed_low_N,score,4,16,1.2617616138437684,1.28,1.2608656138437684
1,30,0,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,fixed_high_N,score,96,16,1.246247683634254,30.72,1.224743683634254
1,30,0,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,oracle_high_N,oracle,96,16,1.6010124164484303,30.72,1.5795084164484303
1,30,0,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,audit_then_sample,score,4,2,1.2617616138437684,0.16,1.2616496138437685
1,30,0,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,adaptive_ats,score,1,2,1.0074535647189886,0.04,1.0074255647189887
1,31,1,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,fixed_low_N,score,4,16,1.3651900990925563,1.28,1.3642940990925563
1,31,1,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,fixed_high_N,score,96,16,1.3257081825969175,30.72,1.3042041825969175
1,31,1,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,oracle_high_N,oracle,96,16,1.784752671225604,30.72,1.7632486712256041
1,31,1,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,audit_then_sample,score,4,2,1.3651900990925563,0.16,1.3650780990925564
1,31,1,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,adaptive_ats,score,1,2,1.1053619876522314,0.04,1.1053339876522315
1,32,2,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,fixed_low_N,score,4,16,1.5008064055554795,1.28,1.4999104055554795
1,32,2,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,fixed_high_N,score,96,16,1.4785419806731452,30.72,1.4570379806731453
1,32,2,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,oracle_high_N,oracle,96,16,1.8331761014122443,30.72,1.8116721014122443
1,32,2,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,audit_then_sample,score,4,2,1.5008064055554795,0.16,1.5006944055554796
1,32,2,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,adaptive_ats,score,1,2,1.2452165033836706,0.04,1.2451885033836707
1,33,3,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,fixed_low_N,score,4,16,1.244648644478351,1.28,1.243752644478351
1,33,3,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,fixed_high_N,score,96,16,1.2219422923554848,30.72,1.2004382923554848
1,33,3,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,oracle_high_N,oracle,96,16,1.6597368811957154,30.72,1.6382328811957154
1,33,3,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,audit_then_sample,score,4,2,1.244648644478351,0.16,1.2445366444783512
1,33,3,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,adaptive_ats,score,1,2,0.9844438069982585,0.04,0.9844158069982585
1,34,4,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,fixed_low_N,score,4,16,1.4309730459367918,1.28,1.4300770459367917
1,34,4,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,fixed_high_N,score,96,16,1.362461205732298,30.72,1.340957205732298
1,34,4,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,oracle_high_N,oracle,96,16,1.8593174852167456,30.72,1.8378134852167456
1,34,4,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,audit_then_sample,score,4,2,1.4309730459367918,0.16,1.4308610459367919
1,34,4,calibration_drift,True,True,0.0007,0.02,0.0,calibration-drift-tail,adaptive_ats,score,1,2,1.1344069058714137,0.04,1.1343789058714138
1,35,0,missing_utility,True,True,0.0007,0.02,0.0,utility-missing-likelihood-proxy,fixed_low_N,score,4,16,1.259827141666723,1.28,1.258931141666723
1,35,0,missing_utility,True,True,0.0007,0.02,0.0,utility-missing-likelihood-proxy,fixed_high_N,score,96,16,1.1688686953429464,30.72,1.1473646953429464
1,35,0,missing_utility,True,True,0.0007,0.02,0.0,utility-missing-likelihood-proxy,oracle_high_N,oracle,96,16,1.729750540869464,30.72,1.708246540869464
