conditioning,regime,scorer,N,K,n_rows,exact_selected_real,exact_selected_real_se,exact_selected_real_ci_low,exact_selected_real_ci_high,exact_selected_score,exact_selected_score_se,exact_selected_score_ci_low,exact_selected_score_ci_high,mc_selected_real,mc_selected_real_se,mc_selected_real_ci_low,mc_selected_real_ci_high,oracle_selected_real,oracle_selected_real_se,oracle_selected_real_ci_low,oracle_selected_real_ci_high,score_utility_correlation,score_utility_correlation_se,score_utility_correlation_ci_low,score_utility_correlation_ci_high,tail_rank_correlation,tail_rank_correlation_se,tail_rank_correlation_ci_low,tail_rank_correlation_ci_high,top_score_tail_real_utility,top_score_tail_real_utility_se,top_score_tail_real_utility_ci_low,top_score_tail_real_utility_ci_high,high_n_regret,high_n_regret_se,high_n_regret_ci_low,high_n_regret_ci_high,real_change_high_minus_low,real_change_high_minus_low_se,real_change_high_minus_low_ci_low,real_change_high_minus_low_ci_high,score_change_high_minus_low,score_change_high_minus_low_se,score_change_high_minus_low_ci_low,score_change_high_minus_low_ci_high
image,distractors,diffusion_likelihood_proxy,16,4,9,-0.8697607386195835,0.06730316432355542,-1.0016725167393332,-0.7378489604998338,-0.3388619836659407,0.05591205906039487,-0.44844760572579107,-0.22927636160609038,-0.8700180188006258,0.06661879823409438,-1.0005884640327913,-0.7394475735684602,-0.7897659519354415,0.06218296068264454,-0.911642315325495,-0.667889588545388,0.5716438579341804,0.19121992396235699,0.19685969384147312,0.9464280220268877,0.01587301587301585,0.21255177366416,-0.4007208053588468,0.43246683710487854,-0.8650660301675499,0.07071516174213575,-1.0036652003430606,-0.7264668599920392,0.10231343562283882,0.03450469325748146,0.03468547954057313,0.1699413917051045,0.056635829007570596,0.042446782293032004,-0.026558335546384607,0.1398299935615258,0.08329182285825773,0.011420136178517282,0.06090876724982098,0.10567487846669449
image,distractors,diffusion_likelihood_proxy,32,4,9,-0.8773627726496165,0.06846825353588186,-1.011558083664302,-0.7431674616349309,-0.3299333455332507,0.054672293082433245,-0.4370890709270382,-0.22277762013946323,-0.875262543324084,0.06862198632157267,-1.0097591650619666,-0.7407659215862015,-0.7750493370267777,0.0614188216245575,-0.8954280153838002,-0.6546706586697552,0.5716438579341804,0.19121992396235699,0.19685969384147312,0.9464280220268877,0.01587301587301585,0.21255177366416,-0.4007208053588468,0.43246683710487854,-0.8650660301675499,0.07071516174213575,-1.0036652003430606,-0.7264668599920392,0.10231343562283882,0.03450469325748146,0.03468547954057313,0.1699413917051045,0.056635829007570596,0.042446782293032004,-0.026558335546384607,0.1398299935615258,0.08329182285825773,0.011420136178517282,0.06090876724982098,0.10567487846669449
image,distractors,learned_behavior_cloning_critic,1,4,9,-0.9339986016571871,0.06691771891615515,-1.0651549206604258,-0.8028422826539483,-0.6050702488607606,0.08840396184882643,-0.7783388301751133,-0.4318016675464078,-0.9320756438017112,0.06733589653912884,-1.064051575885119,-0.8000997117183034,-0.9339986016571871,0.0669177189161551,-1.0651549206604258,-0.8028422826539484,0.5716845878136199,0.19122280311292214,0.19689478068949884,0.9464743949377409,0.01984126984126983,0.21054195864892553,-0.39281338634514545,0.4324959260276851,-0.8650660301675499,0.07071516174213575,-1.0036652003430606,-0.7264668599920392,0.10231320053939595,0.03450461950854108,0.034685389002397315,0.1699410120763946,0.056636064091013454,0.04244666258545832,-0.02655786584040864,0.13982999402243554,0.12211575656054101,0.016695053810336407,0.08939405237232345,0.15483746074875857
image,distractors,learned_behavior_cloning_critic,2,4,9,-0.9061242712290645,0.06848936480522626,-1.040360959571333,-0.7718875828867959,-0.5673914519912862,0.08712275161082111,-0.7381489073825245,-0.39663399660004783,-0.9001745389373215,0.06831278009121809,-1.0340651275999138,-0.7662839502747292,-0.8822983390541044,0.06534235356491265,-1.0103669987064157,-0.7542296794017932,0.5716845878136199,0.19122280311292214,0.19689478068949884,0.9464743949377409,0.01984126984126983,0.21054195864892553,-0.39281338634514545,0.4324959260276851,-0.8650660301675499,0.07071516174213575,-1.0036652003430606,-0.7264668599920392,0.10231320053939595,0.03450461950854108,0.034685389002397315,0.1699410120763946,0.056636064091013454,0.04244666258545832,-0.02655786584040864,0.13982999402243554,0.12211575656054101,0.016695053810336407,0.08939405237232345,0.15483746074875857
image,distractors,learned_behavior_cloning_critic,4,4,9,-0.8848538864603045,0.06911839823565961,-1.020323457671294,-0.7493843152493149,-0.5379039463947562,0.08555823431126303,-0.7055950042256709,-0.3702128885638416,-0.8815070667932415,0.06833958946700326,-1.0154502008668207,-0.7475639327196624,-0.8413736248499607,0.06419628157303303,-0.9671960246744977,-0.7155512250254237,0.5716845878136199,0.19122280311292214,0.19689478068949884,0.9464743949377409,0.01984126984126983,0.21054195864892553,-0.39281338634514545,0.4324959260276851,-0.8650660301675499,0.07071516174213575,-1.0036652003430606,-0.7264668599920392,0.10231320053939595,0.03450461950854108,0.034685389002397315,0.1699410120763946,0.056636064091013454,0.04244666258545832,-0.02655786584040864,0.13982999402243554,0.12211575656054101,0.016695053810336407,0.08939405237232345,0.15483746074875857
image,distractors,learned_behavior_cloning_critic,8,4,9,-0.8715492567397735,0.06840800572902064,-1.0056264842228635,-0.7374720292566833,-0.5143801142671501,0.08378098549133228,-0.6785878284194342,-0.35017240011486606,-0.874154865609649,0.06801780788785787,-1.0074673193772148,-0.7408424118420831,-0.8107787638077952,0.06322713224597358,-0.9347016658556545,-0.686855861759936,0.5716845878136199,0.19122280311292214,0.19689478068949884,0.9464743949377409,0.01984126984126983,0.21054195864892553,-0.39281338634514545,0.4324959260276851,-0.8650660301675499,0.07071516174213575,-1.0036652003430606,-0.7264668599920392,0.10231320053939595,0.03450461950854108,0.034685389002397315,0.1699410120763946,0.056636064091013454,0.04244666258545832,-0.02655786584040864,0.13982999402243554,0.12211575656054101,0.016695053810336407,0.08939405237232345,0.15483746074875857
image,distractors,learned_behavior_cloning_critic,16,4,9,-0.8697599407283929,0.06730299125207227,-1.0016713796342689,-0.7378485018225169,-0.4960531982547465,0.08194000336894973,-0.6566526537509786,-0.33545374275851436,-0.870017569069264,0.06661870064483207,-1.00058782302999,-0.7394473151085379,-0.7897659519354415,0.06218296068264454,-0.911642315325495,-0.667889588545388,0.5716845878136199,0.19122280311292214,0.19689478068949884,0.9464743949377409,0.01984126984126983,0.21054195864892553,-0.39281338634514545,0.4324959260276851,-0.8650660301675499,0.07071516174213575,-1.0036652003430606,-0.7264668599920392,0.10231320053939595,0.03450461950854108,0.034685389002397315,0.1699410120763946,0.056636064091013454,0.04244666258545832,-0.02655786584040864,0.13982999402243554,0.12211575656054101,0.016695053810336407,0.08939405237232345,0.15483746074875857
image,distractors,learned_behavior_cloning_critic,32,4,9,-0.8773625375661737,0.06846818182159989,-1.0115577080234495,-0.7431673671088979,-0.4829544923002195,0.08011656021956944,-0.6399800648958099,-0.325928919704629,-0.8752620935927221,0.06862185622358805,-1.0097584603432403,-0.7407657268422039,-0.7750493370267777,0.0614188216245575,-0.8954280153838002,-0.6546706586697552,0.5716845878136199,0.19122280311292214,0.19689478068949884,0.9464743949377409,0.01984126984126983,0.21054195864892553,-0.39281338634514545,0.4324959260276851,-0.8650660301675499,0.07071516174213575,-1.0036652003430606,-0.7264668599920392,0.10231320053939595,0.03450461950854108,0.034685389002397315,0.1699410120763946,0.056636064091013454,0.04244666258545832,-0.02655786584040864,0.13982999402243554,0.12211575656054101,0.016695053810336407,0.08939405237232345,0.15483746074875857
image,distractors,oracle_real_utility_selector,1,4,9,-0.9339986016571871,0.0669177189161551,-1.0651549206604258,-0.8028422826539484,-0.9339986016571871,0.0669177189161551,-1.0651549206604258,-0.8028422826539484,-0.9320756438017112,0.06733589653912884,-1.064051575885119,-0.8000997117183034,-0.9339986016571871,0.0669177189161551,-1.0651549206604258,-0.8028422826539484,0.9999999999999998,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,3.925231146709437e-17,0.9999999999999997,0.9999999999999999,-0.8103786196580145,0.06365230356703816,-0.9351348421824197,-0.6856223971336093,0.0,0.0,0.0,0.0,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898
image,distractors,oracle_real_utility_selector,2,4,9,-0.8822983390541044,0.06534235356491265,-1.0103669987064157,-0.7542296794017932,-0.8822983390541044,0.06534235356491265,-1.0103669987064157,-0.7542296794017932,-0.8759464913022511,0.06459831042108546,-1.002556853189717,-0.7493361294147851,-0.8822983390541044,0.06534235356491265,-1.0103669987064157,-0.7542296794017932,0.9999999999999998,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,3.925231146709437e-17,0.9999999999999997,0.9999999999999999,-0.8103786196580145,0.06365230356703816,-0.9351348421824197,-0.6856223971336093,0.0,0.0,0.0,0.0,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898
image,distractors,oracle_real_utility_selector,4,4,9,-0.8413736248499607,0.06419628157303303,-0.9671960246744977,-0.7155512250254237,-0.8413736248499607,0.06419628157303303,-0.9671960246744977,-0.7155512250254237,-0.8383239473453783,0.06305009306386662,-0.9618998589724556,-0.714748035718301,-0.8413736248499607,0.06419628157303303,-0.9671960246744977,-0.7155512250254237,0.9999999999999998,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,3.925231146709437e-17,0.9999999999999997,0.9999999999999999,-0.8103786196580145,0.06365230356703816,-0.9351348421824197,-0.6856223971336093,0.0,0.0,0.0,0.0,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898
image,distractors,oracle_real_utility_selector,8,4,9,-0.8107787638077952,0.06322713224597358,-0.9347016658556545,-0.686855861759936,-0.8107787638077952,0.06322713224597358,-0.9347016658556545,-0.686855861759936,-0.8088110951205562,0.06277210527085415,-0.9318421606851872,-0.6857800295559251,-0.8107787638077952,0.06322713224597358,-0.9347016658556545,-0.686855861759936,0.9999999999999998,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,3.925231146709437e-17,0.9999999999999997,0.9999999999999999,-0.8103786196580145,0.06365230356703816,-0.9351348421824197,-0.6856223971336093,0.0,0.0,0.0,0.0,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898
image,distractors,oracle_real_utility_selector,16,4,9,-0.7897659519354415,0.06218296068264454,-0.911642315325495,-0.667889588545388,-0.7897659519354415,0.06218296068264454,-0.911642315325495,-0.667889588545388,-0.7898422654106665,0.06129385792042366,-0.9099760194082119,-0.669708511413121,-0.7897659519354415,0.06218296068264454,-0.911642315325495,-0.667889588545388,0.9999999999999998,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,3.925231146709437e-17,0.9999999999999997,0.9999999999999999,-0.8103786196580145,0.06365230356703816,-0.9351348421824197,-0.6856223971336093,0.0,0.0,0.0,0.0,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898
image,distractors,oracle_real_utility_selector,32,4,9,-0.7750493370267777,0.0614188216245575,-0.8954280153838002,-0.6546706586697552,-0.7750493370267777,0.0614188216245575,-0.8954280153838002,-0.6546706586697552,-0.7742401139243228,0.06183141524063601,-0.8954274609091104,-0.6530527669395352,-0.7750493370267777,0.0614188216245575,-0.8954280153838002,-0.6546706586697552,0.9999999999999998,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998,3.925231146709437e-17,0.9999999999999997,0.9999999999999999,-0.8103786196580145,0.06365230356703816,-0.9351348421824197,-0.6856223971336093,0.0,0.0,0.0,0.0,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898,0.15894926463040943,0.022738998799949006,0.11438164593800987,0.20351688332280898
image,hidden_obstacle,calibrated_critic,1,4,9,-1.1270223498069405,0.07850766092484865,-1.2808945377301264,-0.9731501618837547,-1.1302627258210571,0.07824379338300731,-1.2836177428655449,-0.9769077087765694,-1.1253238763350466,0.08023655924934076,-1.2825846427071685,-0.9680631099629247,-1.1270223498069403,0.07850766092484866,-1.2808945377301262,-0.9731501618837544,0.9266047572499184,0.04665459683854211,0.8351634277331397,1.0180460867666972,0.7698412698412698,0.17917666392681708,0.4186614616746713,1.1210210780078682,-1.0126464611303356,0.06939625065959586,-1.1486606130852575,-0.8766323091754138,0.009815415687165152,0.006848975894348846,-0.003608330396741589,0.023239161771071895,0.1499444708093022,0.023251083286531984,0.10437318496615833,0.19551575665244608,0.15909739404565731,0.020707103548129886,0.11851221686718118,0.19968257122413346
image,hidden_obstacle,calibrated_critic,2,4,9,-1.075904329428048,0.07574434443010777,-1.2243605165436562,-0.9274481423124397,-1.0787585361830478,0.07598021836103737,-1.2276770277081699,-0.9298400446579257,-1.0737762055666715,0.07376243557436987,-1.2183479227043925,-0.9292044884289505,-1.0736373689312677,0.07647788778916088,-1.2235312746117186,-0.9237434632508168,0.9266047572499184,0.04665459683854211,0.8351634277331397,1.0180460867666972,0.7698412698412698,0.17917666392681708,0.4186614616746713,1.1210210780078682,-1.0126464611303356,0.06939625065959586,-1.1486606130852575,-0.8766323091754138,0.009815415687165152,0.006848975894348846,-0.003608330396741589,0.023239161771071895,0.1499444708093022,0.023251083286531984,0.10437318496615833,0.19551575665244608,0.15909739404565731,0.020707103548129886,0.11851221686718118,0.19968257122413346
image,hidden_obstacle,calibrated_critic,4,4,9,-1.0387062213201934,0.07234168601353826,-1.1804933204876333,-0.8969191221527535,-1.0384298350794738,0.07381666288483675,-1.1831078357926883,-0.8937518343662594,-1.0359549372402659,0.07214469044121706,-1.1773559321808424,-0.8945539422996893,-1.0330760149627287,0.07404426760027309,-1.1782001127209099,-0.8879519172045475,0.9266047572499184,0.04665459683854211,0.8351634277331397,1.0180460867666972,0.7698412698412698,0.17917666392681708,0.4186614616746713,1.1210210780078682,-1.0126464611303356,0.06939625065959586,-1.1486606130852575,-0.8766323091754138,0.009815415687165152,0.006848975894348846,-0.003608330396741589,0.023239161771071895,0.1499444708093022,0.023251083286531984,0.10437318496615833,0.19551575665244608,0.15909739404565731,0.020707103548129886,0.11851221686718118,0.19968257122413346
image,hidden_obstacle,calibrated_critic,8,4,9,-1.0119990378547135,0.07017674041499002,-1.1495429216205104,-0.8744551540889166,-1.0081637282935736,0.07251449563697317,-1.1502895280991279,-0.8660379284880193,-1.009477982437609,0.0701348468180983,-1.1469397562623151,-0.8720162086129027,-1.0034221415159483,0.07227772504189987,-1.1450838794825609,-0.8617604035493358,0.9266047572499184,0.04665459683854211,0.8351634277331397,1.0180460867666972,0.7698412698412698,0.17917666392681708,0.4186614616746713,1.1210210780078682,-1.0126464611303356,0.06939625065959586,-1.1486606130852575,-0.8766323091754138,0.009815415687165152,0.006848975894348846,-0.003608330396741589,0.023239161771071895,0.1499444708093022,0.023251083286531984,0.10437318496615833,0.19551575665244608,0.15909739404565731,0.020707103548129886,0.11851221686718118,0.19968257122413346
image,hidden_obstacle,calibrated_critic,16,4,9,-0.9924722212419531,0.06976069910880207,-1.1292006790315405,-0.8557437634523657,-0.9866092658244262,0.07219385611962499,-1.1281066237239576,-0.8451119079248947,-0.9929548281755347,0.06900613267770962,-1.1282043629362382,-0.8577052934148314,-0.982442215742555,0.0715172793397447,-1.122613507520745,-0.8422709239643649,0.9266047572499184,0.04665459683854211,0.8351634277331397,1.0180460867666972,0.7698412698412698,0.17917666392681708,0.4186614616746713,1.1210210780078682,-1.0126464611303356,0.06939625065959586,-1.1486606130852575,-0.8766323091754138,0.009815415687165152,0.006848975894348846,-0.003608330396741589,0.023239161771071895,0.1499444708093022,0.023251083286531984,0.10437318496615833,0.19551575665244608,0.15909739404565731,0.020707103548129886,0.11851221686718118,0.19968257122413346
image,hidden_obstacle,calibrated_critic,32,4,9,-0.9770778789976384,0.07026423318589817,-1.114793245443323,-0.8393625125519539,-0.9711653317753998,0.07239834346658673,-1.1130634775102703,-0.8292671860405291,-0.9755805977161044,0.07112042297261346,-1.1149740653076818,-0.836187130124527,-0.9672624633104733,0.07131988229754754,-1.1070468639953022,-0.8274780626256444,0.9266047572499184,0.04665459683854211,0.8351634277331397,1.0180460867666972,0.7698412698412698,0.17917666392681708,0.4186614616746713,1.1210210780078682,-1.0126464611303356,0.06939625065959586,-1.1486606130852575,-0.8766323091754138,0.009815415687165152,0.006848975894348846,-0.003608330396741589,0.023239161771071895,0.1499444708093022,0.023251083286531984,0.10437318496615833,0.19551575665244608,0.15909739404565731,0.020707103548129886,0.11851221686718118,0.19968257122413346
image,hidden_obstacle,diffusion_likelihood_proxy,1,4,9,-1.1270223498069405,0.07850766092484866,-1.2808945377301264,-0.9731501618837546,-0.4129848645104688,0.06037215740053332,-0.5313121186844973,-0.2946576103364402,-1.1253238763350466,0.08023655924934076,-1.2825846427071685,-0.9680631099629247,-1.1270223498069403,0.07850766092484866,-1.2808945377301262,-0.9731501618837544,0.24482730531117625,0.2153245055328478,-0.17720097052210093,0.6668555811444534,-0.13492063492063494,0.22804516687610485,-0.5818809488462269,0.312039679004957,-1.1183248593237265,0.07567802070830834,-1.2666510543332872,-0.9699986643141658,0.186451789430364,0.052671430308134405,0.08321768301220915,0.28968589584851884,-0.026691902933896623,0.05962804647510178,-0.1435607264935766,0.09017692062578336,0.08332639673712604,0.011409687676768358,0.060963819815809575,0.1056889736584425
image,hidden_obstacle,diffusion_likelihood_proxy,2,4,9,-1.1179026325189578,0.07941892468143186,-1.2735608645854635,-0.9622444004524522,-0.3872710002605699,0.05949132456493301,-0.5038718538004215,-0.2706701467207182,-1.1152683664210914,0.0784309216441464,-1.2689901481179013,-0.9615465847242815,-1.0736373689312677,0.07647788778916088,-1.2235312746117186,-0.9237434632508168,0.24482730531117625,0.2153245055328478,-0.17720097052210093,0.6668555811444534,-0.13492063492063494,0.22804516687610485,-0.5818809488462269,0.312039679004957,-1.1183248593237265,0.07567802070830834,-1.2666510543332872,-0.9699986643141658,0.186451789430364,0.052671430308134405,0.08321768301220915,0.28968589584851884,-0.026691902933896623,0.05962804647510178,-0.1435607264935766,0.09017692062578336,0.08332639673712604,0.011409687676768358,0.060963819815809575,0.1056889736584425
