family,regime,scorer,seed,N,exact_selected_real,exact_selected_score,mc_selected_real,oracle_selected_real,score_utility_correlation,tail_rank_correlation,top_score_tail_real_utility,high_n_regret,real_change_high_minus_low,score_change_high_minus_low,episode_idx,env_seed,sampler,K,temperature,sample_runtime_seconds,rollout_runtime_seconds,runtime_per_candidate_ms,mean_pairwise_distance,effective_sample_diversity,duplicate_collapse_rate,trajectory_cluster_count,trajectory_cluster_entropy,new_modes_at_high_n,exact_selected_normalized_progress,exact_selected_final_progress,exact_selected_success,exact_selected_negative_final_distance
F_fetch_robotics_benchmark,fetch_aligned,random_sample_selection,1,1,-0.024068955481053828,-0.016954400951093185,-0.024221683820090142,-0.024068955481053835,-0.023809523809523808,0.9999999999999998,-0.02267899870872641,0.003809965399648549,0.0006599767932742341,1.0419053851319067,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.562488558665011e-15,0.0,-0.15383500838757755
F_fetch_robotics_benchmark,fetch_aligned,random_sample_selection,1,2,-0.02436714414507294,0.43623505749588626,-0.02496005185445294,-0.021605887226761822,-0.023809523809523808,0.9999999999999998,-0.02267899870872641,0.003809965399648549,0.0006599767932742341,1.0419053851319067,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.562488558665013e-15,0.0,-0.15383500838757755
F_fetch_robotics_benchmark,fetch_aligned,random_sample_selection,1,4,-0.02419076039514182,0.7902448792344677,-0.023349526405335906,-0.020288133844152595,-0.023809523809523808,0.9999999999999998,-0.02267899870872641,0.003809965399648549,0.0006599767932742341,1.0419053851319067,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.56248855866501e-15,0.0,-0.15383500838757755
F_fetch_robotics_benchmark,fetch_aligned,random_sample_selection,1,8,-0.023408978687779594,1.0249509841808135,-0.02264534711837912,-0.019599013288131045,-0.023809523809523808,0.9999999999999998,-0.02267899870872641,0.003809965399648549,0.0006599767932742341,1.0419053851319067,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.562488558665011e-15,0.0,-0.15383500838757755
F_fetch_robotics_benchmark,fetch_aligned,diffusion_internal_score,1,1,-0.02406895548105383,-1.1168420910835266,-0.02350405629476055,-0.024068955481053835,-0.30952380952380953,-0.9999999999999998,-0.022198703289033415,0.0035966958534493186,0.0008732463394734678,0.11182357952145594,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.562488558665011e-15,0.0,-0.15383500838757755
F_fetch_robotics_benchmark,fetch_aligned,diffusion_internal_score,1,2,-0.02401328649372006,-1.066628597676754,-0.024986049811046764,-0.021605887226761822,-0.30952380952380953,-0.9999999999999998,-0.022198703289033415,0.0035966958534493186,0.0008732463394734678,0.11182357952145594,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.562488558665013e-15,0.0,-0.15383500838757755
F_fetch_robotics_benchmark,fetch_aligned,diffusion_internal_score,1,4,-0.023693144418649878,-1.029417869169265,-0.02331877533594911,-0.020288133844152595,-0.30952380952380953,-0.9999999999999998,-0.022198703289033415,0.0035966958534493186,0.0008732463394734678,0.11182357952145594,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.56248855866501e-15,0.0,-0.15383500838757755
F_fetch_robotics_benchmark,fetch_aligned,diffusion_internal_score,1,8,-0.023195709141580364,-1.0050185115620707,-0.02262944300969585,-0.019599013288131045,-0.30952380952380953,-0.9999999999999998,-0.022198703289033415,0.0035966958534493186,0.0008732463394734678,0.11182357952145594,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.562488558665011e-15,0.0,-0.15383500838757755
F_fetch_robotics_benchmark,fetch_aligned,goal_progress_heuristic,1,1,-0.02406895548105383,0.12859995218997422,-0.024221683820090142,-0.024068955481053835,-0.7142857142857143,0.9999999999999998,-0.028106746673585422,0.0062522939112793115,-0.001782351718356525,0.3930367135430989,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.562488558665011e-15,0.0,-0.15383500838757755
F_fetch_robotics_benchmark,fetch_aligned,goal_progress_heuristic,1,2,-0.025882361121477133,0.29850388573828734,-0.027666137377422503,-0.021605887226761822,-0.7142857142857143,0.9999999999999998,-0.028106746673585422,0.0062522939112793115,-0.001782351718356525,0.3930367135430989,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.562488558665013e-15,0.0,-0.15383500838757755
F_fetch_robotics_benchmark,fetch_aligned,goal_progress_heuristic,1,4,-0.026772740937887264,0.43468253227309983,-0.029147733211518773,-0.020288133844152595,-0.7142857142857143,0.9999999999999998,-0.028106746673585422,0.0062522939112793115,-0.001782351718356525,0.3930367135430989,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.56248855866501e-15,0.0,-0.15383500838757755
F_fetch_robotics_benchmark,fetch_aligned,goal_progress_heuristic,1,8,-0.025851307199410357,0.5216366657330731,-0.025787118593853162,-0.019599013288131045,-0.7142857142857143,0.9999999999999998,-0.028106746673585422,0.0062522939112793115,-0.001782351718356525,0.3930367135430989,0,41100,ddim_eps,1,0.9,0.00816209998447448,1.464212199964095,184.04678749357117,5.832408959614749,1.524577836479689,0.0,4.0,0.8749999999971146,3.0,0.0,-9.562488558665011e-15,0.0,-0.15383500838757755
