seed,sampler,regime,scorer,N,K,exact_selected_real,exact_selected_normalized_progress,exact_selected_final_progress,exact_selected_success,exact_selected_negative_final_distance
1,consistency_1step,fetch_aligned,oracle_real_utility_selector,4,1,-0.018985465672646678,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,oracle_real_utility_selector,8,1,-0.01757294718020284,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,consistency_1step,fetch_aligned,random_sample_selection,1,1,-0.022857380708062116,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,random_sample_selection,2,1,-0.022758793495598895,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,random_sample_selection,4,1,-0.022619655768506875,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,random_sample_selection,8,1,-0.02228859883594129,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,consistency_1step,fetch_aligned,uncertainty_aware_critic,1,1,-0.02285738070806212,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,uncertainty_aware_critic,2,1,-0.021583520844582187,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,uncertainty_aware_critic,4,1,-0.021307971708014323,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,uncertainty_aware_critic,8,1,-0.0214127804431877,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,1,1,-0.033520480990411106,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,2,1,-0.03661146481831994,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,4,1,-0.03905990036049362,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,8,1,-0.04079623184167391,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,1,1,-0.033520480990411106,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,2,1,-0.032506731872758536,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,4,1,-0.03188777073014964,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,8,1,-0.03162268451939385,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,1,1,-0.033520480990411106,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,2,1,-0.03416866195698705,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,4,1,-0.03440603554675792,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,8,1,-0.033364562096624036,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,1,1,-0.033520480990411106,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,2,1,-0.03054454286893334,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,4,1,-0.028038834471567232,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,8,1,-0.026190665109305396,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,1,1,-0.033520480990411106,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,2,1,-0.03468935149411486,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,4,1,-0.035003503980504364,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,8,1,-0.03535026913579394,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,1,1,-0.033520480990411106,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,2,1,-0.030429497162502272,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,4,1,-0.027881930267129106,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,8,1,-0.026014273613888503,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,random_sample_selection,1,1,-0.033520480990411106,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,random_sample_selection,2,1,-0.033944863354167604,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,random_sample_selection,4,1,-0.03414332992824231,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,random_sample_selection,8,1,-0.034224206887111024,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,uncertainty_aware_critic,1,1,-0.033520480990411106,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,uncertainty_aware_critic,2,1,-0.03357369733353582,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,uncertainty_aware_critic,4,1,-0.03359630853597511,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,uncertainty_aware_critic,8,1,-0.03309130094667412,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_low_diversity,anti_oracle_negative_control,1,1,-0.0013110889432371047,0.0,-2.6746623489627945e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,anti_oracle_negative_control,2,1,-0.0014676257316063232,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,anti_oracle_negative_control,4,1,-0.0015927642613718593,0.0,-2.6746623489627948e-14,0.0,-0.14903670118507792
1,consistency_1step,fetch_low_diversity,anti_oracle_negative_control,8,1,-0.0016801518180124982,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,diffusion_internal_score,1,1,-0.0013110889432371047,0.0,-2.6746623489627945e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,diffusion_internal_score,2,1,-0.0012816844857337958,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,diffusion_internal_score,4,1,-0.001239668135135081,0.0,-2.6746623489627948e-14,0.0,-0.14903670118507792
1,consistency_1step,fetch_low_diversity,diffusion_internal_score,8,1,-0.0011688800261509932,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,goal_progress_heuristic,1,1,-0.0013110889432371047,0.0,-2.6746623489627945e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,goal_progress_heuristic,2,1,-0.001343084644375035,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,goal_progress_heuristic,4,1,-0.0013611035109513472,0.0,-2.6746623489627948e-14,0.0,-0.14903670118507792
1,consistency_1step,fetch_low_diversity,goal_progress_heuristic,8,1,-0.0013492800898162653,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,learned_value_critic_from_pilot_rollouts,1,1,-0.0013110889432371047,0.0,-2.6746623489627945e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,learned_value_critic_from_pilot_rollouts,2,1,-0.0011833396693731733,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,learned_value_critic_from_pilot_rollouts,4,1,-0.0010814534546119932,0.0,-2.6746623489627948e-14,0.0,-0.14903670118507792
1,consistency_1step,fetch_low_diversity,learned_value_critic_from_pilot_rollouts,8,1,-0.0010221865446409036,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,misaligned_speed_scorer,1,1,-0.0013110889432371047,0.0,-2.6746623489627945e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,misaligned_speed_scorer,2,1,-0.0013383667566853649,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,misaligned_speed_scorer,4,1,-0.0013836926621701526,0.0,-2.6746623489627948e-14,0.0,-0.14903670118507792
1,consistency_1step,fetch_low_diversity,misaligned_speed_scorer,8,1,-0.001423508974523588,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,oracle_real_utility_selector,1,1,-0.0013110889432371047,0.0,-2.6746623489627945e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,oracle_real_utility_selector,2,1,-0.0011545521548678862,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,oracle_real_utility_selector,4,1,-0.0010273142237848133,0.0,-2.6746623489627948e-14,0.0,-0.14903670118507792
1,consistency_1step,fetch_low_diversity,oracle_real_utility_selector,8,1,-0.0009361533514554698,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,random_sample_selection,1,1,-0.0013110889432371047,0.0,-2.6746623489627945e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,random_sample_selection,2,1,-0.0013084517815190441,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,random_sample_selection,4,1,-0.0012913889626037518,0.0,-2.6746623489627948e-14,0.0,-0.14903670118507792
1,consistency_1step,fetch_low_diversity,random_sample_selection,8,1,-0.0012699519101836707,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,uncertainty_aware_critic,1,1,-0.0013110889432371047,0.0,-2.6746623489627945e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,uncertainty_aware_critic,2,1,-0.0012651974832058337,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,consistency_1step,fetch_low_diversity,uncertainty_aware_critic,4,1,-0.001209641082803268,0.0,-2.6746623489627948e-14,0.0,-0.14903670118507792
1,consistency_1step,fetch_low_diversity,uncertainty_aware_critic,8,1,-0.0011418642460046073,0.0,-2.6746623489627948e-14,0.0,-0.1490367011850779
1,ddim_eps,fetch_aligned,anti_oracle_negative_control,1,1,-0.02365964755416261,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,anti_oracle_negative_control,1,8,-0.023444891969366333,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,anti_oracle_negative_control,2,1,-0.026184590899699395,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,anti_oracle_negative_control,2,8,-0.026147496849301923,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,anti_oracle_negative_control,4,1,-0.028731884577916495,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,anti_oracle_negative_control,4,8,-0.028357923079751147,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,anti_oracle_negative_control,8,1,-0.030939101939917186,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,anti_oracle_negative_control,8,8,-0.02992057262826339,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,diffusion_internal_score,1,1,-0.0236596475541626,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,diffusion_internal_score,1,8,-0.023444891969366333,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,diffusion_internal_score,2,1,-0.02304279546564168,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,diffusion_internal_score,2,8,-0.02340810583283848,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,diffusion_internal_score,4,1,-0.02247771737098184,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,diffusion_internal_score,4,8,-0.023357974268926333,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,diffusion_internal_score,8,1,-0.022125599423342104,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,diffusion_internal_score,8,8,-0.022855367946632805,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,goal_progress_heuristic,1,1,-0.023659647554162607,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,goal_progress_heuristic,1,8,-0.023444891969366333,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,goal_progress_heuristic,2,1,-0.02429317817713168,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,goal_progress_heuristic,2,8,-0.02391187614451196,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,goal_progress_heuristic,4,1,-0.024518646592141934,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,goal_progress_heuristic,4,8,-0.024029382925755682,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,goal_progress_heuristic,8,1,-0.023708346927277035,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,goal_progress_heuristic,8,8,-0.024110961444868604,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,learned_value_critic_from_pilot_rollouts,1,1,-0.023659647554162607,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,learned_value_critic_from_pilot_rollouts,1,8,-0.023444891969366336,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,learned_value_critic_from_pilot_rollouts,2,1,-0.021287158597264155,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,learned_value_critic_from_pilot_rollouts,2,8,-0.02077624878536012,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,learned_value_critic_from_pilot_rollouts,4,1,-0.019951573661823006,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,learned_value_critic_from_pilot_rollouts,4,8,-0.018680471300422552,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,learned_value_critic_from_pilot_rollouts,8,1,-0.019122101926060495,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,learned_value_critic_from_pilot_rollouts,8,8,-0.017150400665563535,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,misaligned_speed_scorer,1,1,-0.023659647554162607,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,misaligned_speed_scorer,1,8,-0.023444891969366336,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,misaligned_speed_scorer,2,1,-0.02507700653747068,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,misaligned_speed_scorer,2,8,-0.024724500874681737,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,misaligned_speed_scorer,4,1,-0.026667672843035492,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,misaligned_speed_scorer,4,8,-0.025971789752757515,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,misaligned_speed_scorer,8,1,-0.02823126937214976,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,misaligned_speed_scorer,8,8,-0.02683027478605977,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,oracle_real_utility_selector,1,1,-0.023659647554162607,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,oracle_real_utility_selector,1,8,-0.023444891969366336,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,oracle_real_utility_selector,2,1,-0.021134704208625815,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,oracle_real_utility_selector,2,8,-0.020742287089430753,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,oracle_real_utility_selector,4,1,-0.01956431915644357,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,oracle_real_utility_selector,4,8,-0.018588015996699247,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,oracle_real_utility_selector,8,1,-0.018603048518622583,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,oracle_real_utility_selector,8,8,-0.01702973073336488,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,random_sample_selection,1,1,-0.0236596475541626,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,random_sample_selection,1,8,-0.023444891969366336,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,random_sample_selection,2,1,-0.02434604044383115,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,random_sample_selection,2,8,-0.023029650722944203,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,random_sample_selection,4,1,-0.024714041736931102,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,random_sample_selection,4,8,-0.02256970122185259,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,random_sample_selection,8,1,-0.02467744923145987,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,random_sample_selection,8,8,-0.02297473475537054,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,uncertainty_aware_critic,1,1,-0.023659647554162607,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,uncertainty_aware_critic,1,8,-0.023444891969366336,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,uncertainty_aware_critic,2,1,-0.022841533664617403,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,uncertainty_aware_critic,2,8,-0.023158773705366717,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,uncertainty_aware_critic,4,1,-0.022862501917701394,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,uncertainty_aware_critic,4,8,-0.023268859675157533,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,ddim_eps,fetch_aligned,uncertainty_aware_critic,8,1,-0.023687024075008015,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_aligned,uncertainty_aware_critic,8,8,-0.02323879505984681,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,ddim_eps,fetch_high_temp_misaligned,anti_oracle_negative_control,1,1,-0.03827361715152049,0.0,-0.03303702025374997,0.0,-0.19476628810134033
1,ddim_eps,fetch_high_temp_misaligned,anti_oracle_negative_control,1,8,-0.03165991138281041,0.0,-0.0016945859367061835,0.0,-0.19108443475880885
1,ddim_eps,fetch_high_temp_misaligned,anti_oracle_negative_control,2,1,-0.045588354499031945,0.0,-0.06194441297577386,0.0,-0.19827208468028815
1,ddim_eps,fetch_high_temp_misaligned,anti_oracle_negative_control,2,8,-0.033593664092017216,0.0,-0.001906409178793411,0.0,-0.19112503117369925
1,ddim_eps,fetch_high_temp_misaligned,anti_oracle_negative_control,4,1,-0.05462070510164665,0.0,-0.10937060416034433,0.0,-0.2040237821926244
1,ddim_eps,fetch_high_temp_misaligned,anti_oracle_negative_control,4,8,-0.03497216761127645,0.0,-0.0012212933801675357,0.0,-0.19099372714428808
1,ddim_eps,fetch_high_temp_misaligned,anti_oracle_negative_control,8,1,-0.06514882917854294,0.0,-0.17348164434319754,0.0,-0.2117989650846668
1,ddim_eps,fetch_high_temp_misaligned,anti_oracle_negative_control,8,8,-0.03579919153259508,0.0,-0.0002626854169810786,0.0,-0.19081000770818055
1,ddim_eps,fetch_high_temp_misaligned,diffusion_internal_score,1,1,-0.03827361715152049,0.0,-0.033037020253749966,0.0,-0.19476628810134033
1,ddim_eps,fetch_high_temp_misaligned,diffusion_internal_score,1,8,-0.031659911382810414,0.0,-0.001694585936706184,0.0,-0.19108443475880885
1,ddim_eps,fetch_high_temp_misaligned,diffusion_internal_score,2,1,-0.03626351393379667,0.0,-0.01238888259516147,0.0,-0.19226214768780622
1,ddim_eps,fetch_high_temp_misaligned,diffusion_internal_score,2,8,-0.03175933423504646,0.0,-0.003177348631316773,0.0,-0.19136860966304156
1,ddim_eps,fetch_high_temp_misaligned,diffusion_internal_score,4,1,-0.035088038108559476,0.0,-0.0009678814527547028,0.0,-0.19087704502157013
1,ddim_eps,fetch_high_temp_misaligned,diffusion_internal_score,4,8,-0.031919300545128954,0.0,-0.0056100061771622725,0.0,-0.19183483411529836
1,ddim_eps,fetch_high_temp_misaligned,diffusion_internal_score,8,1,-0.034907240799670114,0.0,-4.017086115956488e-06,0.0,-0.1907601506191027
1,ddim_eps,fetch_high_temp_misaligned,diffusion_internal_score,8,8,-0.032056481592817425,0.0,-0.008898488802002735,0.0,-0.19246507942588087
1,ddim_eps,fetch_high_temp_misaligned,goal_progress_heuristic,1,1,-0.0382736171515205,0.0,-0.03303702025374997,0.0,-0.19476628810134036
1,ddim_eps,fetch_high_temp_misaligned,goal_progress_heuristic,1,8,-0.03165991138281041,0.0,-0.001694585936706184,0.0,-0.19108443475880885
1,ddim_eps,fetch_high_temp_misaligned,goal_progress_heuristic,2,1,-0.041979978407526715,0.0,-0.05368515791233846,0.0,-0.1972704285148745
1,ddim_eps,fetch_high_temp_misaligned,goal_progress_heuristic,2,8,-0.03220646294817741,0.0,-0.003177348631316773,0.0,-0.19136860966304156
1,ddim_eps,fetch_high_temp_misaligned,goal_progress_heuristic,4,1,-0.044411063865352936,0.0,-0.07130060035232177,0.0,-0.19940677330517084
1,ddim_eps,fetch_high_temp_misaligned,goal_progress_heuristic,4,8,-0.032806948801158885,0.0,-0.0056100061771622725,0.0,-0.19183483411529836
1,ddim_eps,fetch_high_temp_misaligned,goal_progress_heuristic,8,1,-0.04176648447862993,0.0,-0.06435505847229905,0.0,-0.19856444009317653
