seed,episode_idx,env_seed,regime,sampler,K,candidate_idx,utility,max_coverage,final_coverage,success,steps,runtime_seconds
1,0,31100,pusht_aligned,ddim_eps,1,0,0.20245216833287433,0.24212101989537432,0.0,False,10,0.11093400000027032
1,0,31100,pusht_aligned,ddim_eps,1,1,0.2802762705243328,0.3157542627118328,0.0,False,10,0.061731699999654666
1,0,31100,pusht_aligned,ddim_eps,1,2,0.21258390150750855,0.25669429213250855,0.2144752148646146,False,10,0.062367900000026566
1,0,31100,pusht_aligned,ddim_eps,1,3,0.22562060533312123,0.25792532798937123,0.0,False,10,0.07817449999856763
1,0,31100,pusht_aligned,ddim_eps,1,4,0.3673804435123982,0.42261267007489817,0.4156464888702249,False,10,0.061528399999588146
1,0,31100,pusht_aligned,ddim_eps,1,5,0.2687097641515006,0.3199849360265006,0.0,False,10,0.049632000000201515
1,0,31100,pusht_aligned,ddim_eps,1,6,0.32711985488153716,0.3468946205065372,0.3468946205065372,False,10,0.05210600000100385
1,0,31100,pusht_aligned,ddim_eps,1,7,0.259213054436307,0.311281382561307,0.311281382561307,False,10,0.06338529999993625
1,0,31100,pusht_aligned,ddim_eps,1,8,0.1613456733401988,0.2302764077151988,0.0,False,10,0.04905310000140162
1,0,31100,pusht_aligned,ddim_eps,1,9,0.24498172265718893,0.2998386093759389,0.29872528170673623,False,10,0.045804000001226086
1,0,31100,pusht_aligned,ddim_eps,1,10,0.2004809708960364,0.2511089787085364,0.0,False,10,0.05319059999965248
1,0,31100,pusht_aligned,ddim_eps,1,11,0.3305968676689879,0.3634745668877379,0.32603617546377606,False,10,0.05880810000053316
1,0,31100,pusht_aligned,consistency_1step,1,0,0.2601822682013782,0.3805033775763782,0.28575351058071047,False,10,0.0755976999989798
1,0,31100,pusht_aligned,consistency_1step,1,1,0.33064119790392066,0.35796924673204567,0.3216837644461608,False,10,0.06479709999985062
1,0,31100,pusht_aligned,consistency_1step,1,2,0.31818974466837224,0.36987548685587224,0.04301261773621516,False,10,0.08643920000031358
1,0,31100,pusht_aligned,consistency_1step,1,3,0.186793507720265,0.22740014443901502,0.22740014443901502,False,10,0.09370970000054513
1,0,31100,pusht_aligned,consistency_1step,1,4,0.4369895899481348,0.4768897696356348,0.023490406732441866,False,10,0.08620060000066587
1,0,31100,pusht_aligned,consistency_1step,1,5,0.07893169571548189,0.1481811800904819,0.09974142507806101,False,10,0.08276389999991807
1,0,31100,pusht_aligned,consistency_1step,1,6,0.0879856304365815,0.1466158804365815,0.0,False,10,0.1632889000011346
1,0,31100,pusht_aligned,consistency_1step,1,7,0.3132276934682706,0.3554339981557706,0.0,False,10,0.08346560000063619
1,0,31100,pusht_aligned,consistency_1step,1,8,0.13766540015480602,0.186654966561056,0.186654966561056,False,10,0.06255480000072566
1,0,31100,pusht_aligned,consistency_1step,1,9,0.29916706045765085,0.34005859170765085,0.26999194519150693,False,10,0.06323299999894516
1,0,31100,pusht_aligned,consistency_1step,1,10,0.14453064162307963,0.17802978224807964,0.009088454513148905,False,10,0.0851502999994409
1,0,31100,pusht_aligned,consistency_1step,1,11,0.27279567972544577,0.31465586331919576,0.16057996714510012,False,10,0.09291020000091521
1,0,31100,pusht_aligned,ddim_eps,8,0,0.3137465842376575,0.3438318557220325,0.3438318557220325,False,10,0.10498759999973117
1,0,31100,pusht_aligned,ddim_eps,8,1,0.3344501556821313,0.36119188224463133,0.0,False,10,0.0862505000004603
1,0,31100,pusht_aligned,ddim_eps,8,2,0.2729733090518952,0.3407055043643952,0.23643957948973168,False,10,0.06523180000112916
1,0,31100,pusht_aligned,ddim_eps,8,3,0.3429788300291086,0.3804242909666086,0.3804242909666086,False,10,0.06881799999973737
1,0,31100,pusht_aligned,ddim_eps,8,4,0.493572898418977,0.570094578106477,0.18725426973856152,False,10,0.07617600000048697
1,0,31100,pusht_aligned,ddim_eps,8,5,0.30179137978707826,0.33787153213082827,0.0,False,10,0.0583411999996315
1,0,31100,pusht_aligned,ddim_eps,8,6,0.6020596853441643,0.6460314705004143,0.6460314705004143,False,10,0.07535490000009304
1,0,31100,pusht_aligned,ddim_eps,8,7,0.2514917362051352,0.3536302518301352,0.2994225216930991,False,10,0.15452800000093703
1,0,31100,pusht_aligned,ddim_eps,8,8,0.22813166104501667,0.27404405167001666,0.27404405167001666,False,10,0.08850800000072923
1,0,31100,pusht_aligned,ddim_eps,8,9,0.21268399140796232,0.2871950460954623,0.095349965836011,False,10,0.0742102000003797
1,0,31100,pusht_aligned,ddim_eps,8,10,0.3765470775612893,0.4320176674050393,0.0,False,10,0.10329950000050303
1,0,31100,pusht_aligned,ddim_eps,8,11,0.19054945003996296,0.21617609652433795,0.0,False,10,0.10822310000003199
1,0,31100,pusht_aligned,ddpm_eps,8,0,0.30884788499669125,0.34167969749669125,0.32554759070904926,False,10,0.14399730000150157
1,0,31100,pusht_aligned,ddpm_eps,8,1,0.33404761212367007,0.3607515437642951,0.0,False,10,0.08134819999941101
1,0,31100,pusht_aligned,ddpm_eps,8,2,0.17038639027353353,0.24801777308603354,0.08304632326447428,False,10,0.06775769999876502
1,0,31100,pusht_aligned,ddpm_eps,8,3,0.14086273485870582,0.1781329575149558,0.06000995220064196,False,10,0.055467600001065875
1,0,31100,pusht_aligned,ddpm_eps,8,4,0.38906494332755837,0.47313512301505833,0.07126257731689616,False,10,0.07354080000004615
1,0,31100,pusht_aligned,ddpm_eps,8,5,0.31501612241410015,0.35224299350785016,0.0,False,10,0.05564729999969131
1,0,31100,pusht_aligned,ddpm_eps,8,6,0.5626977813848302,0.6067323126348302,0.6067323126348302,False,10,0.07513789999939036
1,0,31100,pusht_aligned,ddpm_eps,8,7,0.15111560050368272,0.25024148331618273,0.1491191458973102,False,10,0.07328410000081931
1,0,31100,pusht_aligned,ddpm_eps,8,8,0.18793378516824155,0.24092535548074157,0.22777821860978004,False,10,0.065958999999566
1,0,31100,pusht_aligned,ddpm_eps,8,9,0.2373302359883871,0.3015866188008871,0.13176490246250674,False,10,0.07137469999906898
1,0,31100,pusht_aligned,ddpm_eps,8,10,0.36518577549856923,0.4208146700298192,0.0,False,10,0.05838690000018687
1,0,31100,pusht_aligned,ddpm_eps,8,11,0.2007647140684195,0.2268469601621695,0.0,False,10,0.05760259999988193
1,0,32100,pusht_low_diversity,ddim_eps,1,0,-0.0011786599121093749,0.0,0.0,False,10,0.13409470000078727
1,0,32100,pusht_low_diversity,ddim_eps,1,1,-0.00160640625,0.0,0.0,False,10,0.09055810000063502
1,0,32100,pusht_low_diversity,ddim_eps,1,2,-0.0010618828125,0.0,0.0,False,10,0.1185736999996152
1,0,32100,pusht_low_diversity,ddim_eps,1,3,-0.0010489931640625,0.0,0.0,False,10,0.048934899999949266
1,0,32100,pusht_low_diversity,ddim_eps,1,4,-0.0014049395751953124,0.0,0.0,False,10,0.05042630000025383
1,0,32100,pusht_low_diversity,ddim_eps,1,5,-0.0011109135742187499,0.0,0.0,False,10,0.06159689999913098
1,0,32100,pusht_low_diversity,ddim_eps,1,6,-0.0008464608154296875,0.0,0.0,False,10,0.04892389999986335
1,0,32100,pusht_low_diversity,ddim_eps,1,7,-0.0009243327636718749,0.0,0.0,False,10,0.03915629999937664
1,0,32100,pusht_low_diversity,ddim_eps,1,8,-0.0006828927612304687,0.0,0.0,False,10,0.04922890000125335
1,0,32100,pusht_low_diversity,ddim_eps,1,9,-0.0004426903076171875,0.0,0.0,False,10,0.05335379999996803
1,0,32100,pusht_low_diversity,ddim_eps,1,10,-0.0009459079589843749,0.0,0.0,False,10,0.05169199999909324
1,0,32100,pusht_low_diversity,ddim_eps,1,11,-0.0004534849548339844,0.0,0.0,False,10,0.044043399999281974
1,0,32100,pusht_low_diversity,consistency_1step,1,0,-0.0005160125732421875,0.0,0.0,False,10,0.05366870000034396
1,0,32100,pusht_low_diversity,consistency_1step,1,1,-0.000524099853515625,0.0,0.0,False,10,0.04920769999989716
