seed,sampler,regime,scorer,N,K,exact_selected_real,exact_selected_score,mc_selected_real,oracle_selected_real,score_utility_correlation,tail_rank_correlation,top_score_tail_real_utility,high_n_regret,real_change_high_minus_low,score_change_high_minus_low,sample_runtime_seconds,rollout_runtime_seconds,runtime_per_candidate_ms,mean_pairwise_distance,effective_sample_diversity,duplicate_collapse_rate,trajectory_cluster_count,trajectory_cluster_entropy,new_modes_at_high_n,exact_selected_normalized_progress,exact_selected_final_progress,exact_selected_success,exact_selected_negative_final_distance
1,consistency_1step,fetch_aligned,goal_progress_heuristic,4,1,-0.0235395166514631,0.3785901875325753,-0.02386641873254061,-0.018985465672646678,-0.15873015873015872,-0.33333333333333326,-0.0234239635864928,0.006949397876764938,-0.0016649643489056593,0.38598400985951525,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,goal_progress_heuristic,8,1,-0.024522345056967775,0.4663647835982842,-0.025014121505952672,-0.01757294718020284,-0.15873015873015872,-0.33333333333333326,-0.0234239635864928,0.006949397876764938,-0.0016649643489056593,0.38598400985951525,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,consistency_1step,fetch_aligned,learned_value_critic_from_pilot_rollouts,1,1,-0.022857380708062116,-0.022857004446190123,-0.022669896231760713,-0.022857380708062116,0.8333333333333334,0.9999999999999997,-0.01828265130520211,8.629114040857704e-05,0.0051981423874507,0.004904218972241635,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,learned_value_critic_from_pilot_rollouts,2,1,-0.020708520052337115,-0.020723575565948994,-0.019563817103707262,-0.020663317715131704,0.8333333333333334,0.9999999999999997,-0.01828265130520211,8.629114040857704e-05,0.0051981423874507,0.004904218972241635,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,learned_value_critic_from_pilot_rollouts,4,1,-0.019088087211327653,-0.019142456876445,-0.01847806453705178,-0.018985465672646678,0.8333333333333334,0.9999999999999997,-0.01828265130520211,8.629114040857704e-05,0.0051981423874507,0.004904218972241635,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,learned_value_critic_from_pilot_rollouts,8,1,-0.017659238320611417,-0.017952785473948487,-0.017959271722373164,-0.01757294718020284,0.8333333333333334,0.9999999999999997,-0.01828265130520211,8.629114040857704e-05,0.0051981423874507,0.004904218972241635,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,consistency_1step,fetch_aligned,misaligned_speed_scorer,1,1,-0.02285738070806212,1.4395504549466926,-0.022478087928563487,-0.022857380708062116,-0.38888888888888884,0.33333333333333326,-0.026313780148827497,0.008044968856638236,-0.002760535328778957,0.2119249005551712,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,misaligned_speed_scorer,2,1,-0.024048538816475337,1.525927000233134,-0.024676279650797578,-0.020663317715131704,-0.38888888888888884,0.33333333333333326,-0.026313780148827497,0.008044968856638236,-0.002760535328778957,0.2119249005551712,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,misaligned_speed_scorer,4,1,-0.025189928891101877,1.6027528676160039,-0.026174922254353892,-0.018985465672646678,-0.38888888888888884,0.33333333333333326,-0.026313780148827497,0.008044968856638236,-0.002760535328778957,0.2119249005551712,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,misaligned_speed_scorer,8,1,-0.025617916036841076,1.651475355501864,-0.025258479224314418,-0.01757294718020284,-0.38888888888888884,0.33333333333333326,-0.026313780148827497,0.008044968856638236,-0.002760535328778957,0.2119249005551712,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,consistency_1step,fetch_aligned,oracle_real_utility_selector,1,1,-0.022857380708062116,-0.022857380708062116,-0.02264584965176397,-0.022857380708062116,1.0,0.9999999999999997,-0.01821656366189665,0.0,0.005284433527859278,0.005284433527859278,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,oracle_real_utility_selector,2,1,-0.020663317715131704,-0.020663317715131704,-0.020995636701587304,-0.020663317715131704,1.0,0.9999999999999997,-0.01821656366189665,0.0,0.005284433527859278,0.005284433527859278,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,oracle_real_utility_selector,4,1,-0.018985465672646678,-0.018985465672646678,-0.01878861681620624,-0.018985465672646678,1.0,0.9999999999999997,-0.01821656366189665,0.0,0.005284433527859278,0.005284433527859278,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,oracle_real_utility_selector,8,1,-0.01757294718020284,-0.01757294718020284,-0.017666869560880923,-0.01757294718020284,1.0,0.9999999999999997,-0.01821656366189665,0.0,0.005284433527859278,0.005284433527859278,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,consistency_1step,fetch_aligned,random_sample_selection,1,1,-0.022857380708062116,-0.25506544091450695,-0.022478087928563487,-0.022857380708062116,0.07142857142857144,-0.33333333333333326,-0.021621089577678304,0.00471565165573845,0.0005687818721208255,0.8879428659772733,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,random_sample_selection,2,1,-0.022758793495598895,0.11812299904766743,-0.022429840697185992,-0.020663317715131704,0.07142857142857144,-0.33333333333333326,-0.021621089577678304,0.00471565165573845,0.0005687818721208255,0.8879428659772733,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,random_sample_selection,4,1,-0.022619655768506875,0.4350580914849287,-0.022291931496729585,-0.018985465672646678,0.07142857142857144,-0.33333333333333326,-0.021621089577678304,0.00471565165573845,0.0005687818721208255,0.8879428659772733,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,random_sample_selection,8,1,-0.02228859883594129,0.6328774250627663,-0.022633315669169155,-0.01757294718020284,0.07142857142857144,-0.33333333333333326,-0.021621089577678304,0.00471565165573845,0.0005687818721208255,0.8879428659772733,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,consistency_1step,fetch_aligned,uncertainty_aware_critic,1,1,-0.02285738070806212,-0.061661446969919494,-0.0224077923562826,-0.022857380708062116,0.5158730158730159,0.33333333333333326,-0.021729114850365588,0.003839833262984864,0.0014446002648744172,0.016666010449613047,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,uncertainty_aware_critic,2,1,-0.021583520844582187,-0.054330014407319986,-0.02148950995339632,-0.020663317715131704,0.5158730158730159,0.33333333333333326,-0.021729114850365588,0.003839833262984864,0.0014446002648744172,0.016666010449613047,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,uncertainty_aware_critic,4,1,-0.021307971708014323,-0.048454042582930235,-0.020884144756532507,-0.018985465672646678,0.5158730158730159,0.33333333333333326,-0.021729114850365588,0.003839833262984864,0.0014446002648744172,0.016666010449613047,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.1335737337373694
1,consistency_1step,fetch_aligned,uncertainty_aware_critic,8,1,-0.0214127804431877,-0.04499543652030646,-0.02112924459245814,-0.01757294718020284,0.5158730158730159,0.33333333333333326,-0.021729114850365588,0.003839833262984864,0.0014446002648744172,0.016666010449613047,0.006155200030965109,1.3161830333410762,165.29227917150516,5.741154704485585,1.522766480241647,0.0,4.0,0.8967475729679261,1.6666666666666667,0.0,-2.2942568366685075e-14,0.0,-0.13357373373736936
1,consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,1,1,-0.033520480990411106,0.033520480990411106,-0.03413816452026493,-0.033520480990411106,-1.0,-0.9999999999999997,-0.0405182576179517,0.014781958227785406,-0.007275750851262803,0.007275750851262803,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,2,1,-0.03661146481831994,0.03661146481831994,-0.03662637509240169,-0.030429497162502272,-1.0,-0.9999999999999997,-0.0405182576179517,0.014781958227785406,-0.007275750851262803,0.007275750851262803,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,4,1,-0.03905990036049362,0.03905990036049362,-0.039513299253253066,-0.027881930267129106,-1.0,-0.9999999999999997,-0.0405182576179517,0.014781958227785406,-0.007275750851262803,0.007275750851262803,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,anti_oracle_negative_control,8,1,-0.04079623184167391,0.04079623184167391,-0.0401544824176377,-0.026014273613888503,-1.0,-0.9999999999999997,-0.0405182576179517,0.014781958227785406,-0.007275750851262803,0.007275750851262803,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,1,1,-0.033520480990411106,-0.9800301268696785,-0.03305400758319557,-0.033520480990411106,0.2619047619047619,-0.33333333333333326,-0.03141949812571333,0.005608410905505349,0.001897796471017252,0.21750921565160888,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,2,1,-0.032506731872758536,-0.8940996512149771,-0.03283130666944841,-0.030429497162502272,0.2619047619047619,-0.33333333333333326,-0.03141949812571333,0.005608410905505349,0.001897796471017252,0.21750921565160888,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,4,1,-0.03188777073014964,-0.8193497385121494,-0.03265441454781553,-0.027881930267129106,0.2619047619047619,-0.33333333333333326,-0.03141949812571333,0.005608410905505349,0.001897796471017252,0.21750921565160888,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,diffusion_internal_score,8,1,-0.03162268451939385,-0.7625209112180696,-0.031565913783180646,-0.026014273613888503,0.2619047619047619,-0.33333333333333326,-0.03141949812571333,0.005608410905505349,0.001897796471017252,0.21750921565160888,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,1,1,-0.033520480990411106,-0.42179398165315846,-0.03353355852762984,-0.033520480990411106,-0.23809523809523805,0.9999999999999997,-0.03618374506632613,0.007350288482735531,0.00015591889378707238,0.4251557219074631,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,2,1,-0.03416866195698705,-0.24789995835855885,-0.03382769648234175,-0.030429497162502272,-0.23809523809523805,0.9999999999999997,-0.03618374506632613,0.007350288482735531,0.00015591889378707238,0.4251557219074631,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,4,1,-0.03440603554675792,-0.1023362609513593,-0.034581988016765576,-0.027881930267129106,-0.23809523809523805,0.9999999999999997,-0.03618374506632613,0.007350288482735531,0.00015591889378707238,0.4251557219074631,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,goal_progress_heuristic,8,1,-0.033364562096624036,0.003361740254304616,-0.03247102122836768,-0.026014273613888503,-0.23809523809523805,0.9999999999999997,-0.03618374506632613,0.007350288482735531,0.00015591889378707238,0.4251557219074631,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,1,1,-0.033520480990411106,-0.033515994472131085,-0.03327599822150462,-0.033520480990411106,0.9444444444444443,0.9999999999999997,-0.026770296494167314,0.00017639149541689067,0.007329815881105713,0.007049390770656589,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,2,1,-0.03054454286893334,-0.030595433342168382,-0.031247966713376773,-0.030429497162502272,0.9444444444444443,0.9999999999999997,-0.026770296494167314,0.00017639149541689067,0.007329815881105713,0.007049390770656589,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,4,1,-0.028038834471567232,-0.028120383539445237,-0.027377864784665834,-0.027881930267129106,0.9444444444444443,0.9999999999999997,-0.026770296494167314,0.00017639149541689067,0.007329815881105713,0.007049390770656589,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,learned_value_critic_from_pilot_rollouts,8,1,-0.026190665109305396,-0.026466603701474495,-0.025995330015819534,-0.026014273613888503,0.9444444444444443,0.9999999999999997,-0.026770296494167314,0.00017639149541689067,0.007329815881105713,0.007049390770656589,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,1,1,-0.033520480990411106,1.841332092613242,-0.03353355852762984,-0.033520480990411106,-0.3650793650793651,-0.9999999999999997,-0.03495745937029646,0.009335995521905435,-0.001829788145382832,0.24174815713630612,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,2,1,-0.03468935149411486,1.9609971915177955,-0.03366491338941912,-0.030429497162502272,-0.3650793650793651,-0.9999999999999997,-0.03495745937029646,0.009335995521905435,-0.001829788145382832,0.24174815713630612,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,4,1,-0.035003503980504364,2.0398030954477857,-0.03508989927503924,-0.027881930267129106,-0.3650793650793651,-0.9999999999999997,-0.03495745937029646,0.009335995521905435,-0.001829788145382832,0.24174815713630612,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,misaligned_speed_scorer,8,1,-0.03535026913579394,2.083080249749548,-0.035190100669862105,-0.026014273613888503,-0.3650793650793651,-0.9999999999999997,-0.03495745937029646,0.009335995521905435,-0.001829788145382832,0.24174815713630612,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,1,1,-0.033520480990411106,-0.033520480990411106,-0.03413816452026493,-0.033520480990411106,1.0,0.9999999999999997,-0.02636047681172814,0.0,0.007506207376522603,0.007506207376522603,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,2,1,-0.030429497162502272,-0.030429497162502272,-0.02949485487408234,-0.030429497162502272,1.0,0.9999999999999997,-0.02636047681172814,0.0,0.007506207376522603,0.007506207376522603,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,4,1,-0.027881930267129106,-0.027881930267129106,-0.027934318171608376,-0.027881930267129106,1.0,0.9999999999999997,-0.02636047681172814,0.0,0.007506207376522603,0.007506207376522603,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,oracle_real_utility_selector,8,1,-0.026014273613888503,-0.026014273613888503,-0.02623593542311052,-0.026014273613888503,1.0,0.9999999999999997,-0.02636047681172814,0.0,0.007506207376522603,0.007506207376522603,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,random_sample_selection,1,1,-0.033520480990411106,-0.04087512989810534,-0.03353355852762984,-0.033520480990411106,-0.06349206349206347,0.33333333333333326,-0.03474136511484907,0.008209933273222515,-0.000703725896699911,1.529902488191639,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
1,consistency_1step,fetch_high_temp_misaligned,random_sample_selection,2,1,-0.033944863354167604,0.582693597960711,-0.033485264248319394,-0.030429497162502272,-0.06349206349206347,0.33333333333333326,-0.03474136511484907,0.008209933273222515,-0.000703725896699911,1.529902488191639,0.009174966680196425,1.6890713666798547,212.28079167000638,6.718677127047248,1.5231339146279124,0.0,4.0,0.9301389620045327,1.3333333333333333,0.0,-8.366714831974564e-15,0.0,-0.19075966343968573
