seed,initial_loss,final_loss,loss_ratio,epochs,diffusion_steps,target,benchmark
1,0.9418255090713501,0.9384247660636902,0.9963892005738801,10,16,epsilon,FetchPush
2,0.9826415181159973,0.9772704243659973,0.9945340252259055,10,16,epsilon,FetchPush
3,1.0318305492401123,1.0243979692459106,0.9927967048468613,10,16,epsilon,FetchPush
4,1.0519475936889648,1.0428587198257446,0.9913599556501219,10,16,epsilon,FetchPush
